X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13651847.31,6307397.75,3515,117051,ZAGO GLASS CO LTD,,21115,102B AVE,"21115 102B AVE 
LANGLEY BC  V1M 3J5",117051,,604-345-2627,OFFICE FOR MOBILE GLASS INSTALLATION FOR HOMES & BUSINESS,21,CONTRACTOR,GLASS,GLASS,238150,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Glass & glazing contractors / Glass & glazing contractors",,,,0,1,1,49.19138331,-122.6366309
-13655176.54,6287633.925,3516,139274,BELMONT PHYSIOTHERAPY AND HEALTH CLINIC,111,20103,40 AVE,"111-20103 40 AVE 
LANGLEY BC  V3A 2W3",102031,Brookswood / Fernridge,still to come,PHYSIOTHERAPY & HEALTH CLINIC,65,PROFESSIONALS,REHAB,REHABILITATION,621330,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Mental health practitioners (exc. physicians) / Mental health practitioners (exc. physicians),,,,0,1,1,49.07521776,-122.6665379
,,3517,136578,GIVE BACK CONTRACTING (BC) LTD,,,OUT OF TOWN,"102 17 FAWCETT RD 
COQUITLAM BC  V3K 6V2",136578,,604-328-7150,LANDSCAPE CONSTRUCTION CONTRACTORS,21,CONTRACTOR,LAND,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,,,0,0,15,,
-13651115.45,6302185.718,3518,104065,MJ FIRE & LIFE SAFETY CONSULTING,,21355,87 PL,"21355 87 PL 
LANGLEY BC  V1M 1Z8",104065,Walnut Grove,604-882-3605,FIRE PREVENTION CONSULTING & TRAINING,20,CONSULTING,MISC,MISCELLANEOUS,541690,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv / Other scientific & technical consulting serv. / Other scientific & technical consulting serv.",,,,0,1,0,49.16077506,-122.6300565
-13653182.72,6299698.198,3519,158637,WILLOUGHBY FAMILY PRACTICE GROUP,B100,20689,WILLOUGHBY TOWN CENTRE DR,"B100-20689 WILLOUGHBY TOWN CENTRE DR 
LANGLEY   V2Y 0L7",148840,Willoughby,604-533-1136,MEDICAL OFFICE,65,PROFESSIONALS,PHYSICIANS,PHYSICIAN,621110,Health care & social assistance / Ambulatory health care services / Offices of physicians / Offices of physicians / Offices of physicians,,,,0,1,14,49.14616013,-122.6486271
-13655646.71,6295133.456,3520,147108,COAST CLAIMS,106,19909,64 AVE,"106-19909 64 AVE 
LANGLEY BC  V2Y 1G9",147108,Willoughby,604-546-1899,INSURANCE ADJUSTMENT OFFICE,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524291,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Other insurance related activities / Claims adjusters",,,,0,0,4,49.1193297,-122.6707615
-13654849.49,6304740.186,3521,164923,CATAMARAN SOFTWARE CORP,C405,20178,96 AVE,"C405-20178 96 AVE 
LANGLEY BC  V1M 2B1",164923,Walnut Grove,604-467-6449,MORTGAGE SOFTWARE DEVELOPMENT,19,COMPUTERS,DEV,SOFTWARE DEVELOPMENT,511211,Information & cultural industries / Publishing industries (except internet) / Software publishers / Software publishers / Software publisher (exc video game publisher),,,,0,0,1,49.17577883,-122.6636
-13651958.48,6300849.377,3522,142517,LASHED COUTURE,,8302,211 ST,"8302 211 ST 
LANGLEY BC  V2Y 0B8",142517,Willoughby,778-751-1605,ON-LINE SALES OF EYELASH EXTENSION PRODUCTS,60,PERSONAL SERVICES,BEAUTY,BEAUTY CONSULTANT,812115,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Beauty salons,,,,0,0,1,49.15292419,-122.6376296
-13655476.54,6300276.517,3523,161014,AMANDA CHOW REGISTERED MASSAGE THERAPY,100,19951,80A AVE,"100-19951 80A AVE 
LANGLEY BC  V2Y 0E2",150337,Willoughby,604-781-6466,REGISTERED MASSAGE THERAPY,60,PERSONAL SERVICES,MASSAGE,MASSAGE,812990,Other services (exc. Public administration) / Personal & laundry services / Other personal services / All other personal services / All other personal services,,,,0,1,0,49.14955831,-122.6692329
-13633647.92,6284765.338,3524,119285,LIBERTY TAX SERVICES,,27111,FRASER HWY,"27111 FRASER HWY 
LANGLEY BC  V4W 3P6",119285,Aldergrove,604-625-8874,ACCOUNTING & TAX PREPARATION SERVICES,65,PROFESSIONALS,BOOKKEEPER,BOOKKEEPER,541212,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services / Accounting, tax prep. & bookkeeping services / Offices of accountants",,,,1,2,1,49.05833448,-122.473143
-13654881.53,6304747.513,3525,164904,RE/MAX LIFESTYLES REALTY (LANGLEY),C100,20178,96 AVE,"C100-20178 96 AVE 
LANGLEY BC  V1M 2B1",164904,Walnut Grove,604-513-2300,REAL ESTATE OFFICE,68,"REAL ESTATE AGENTS, AGENCIES",1,NOT USED,531211,Real estate & rental & leasing / Real estate / Offices of real estate agents & brokers / Offices of real estate agents & brokers / Real estate agents,,73,,0,2,1,49.17582186,-122.6638878
-13651389.31,6282943.512,3526,126571,DRITECH WALLS AND CEILING LTD,,21343,24 AVE,"21343 24 AVE 
LANGLEY BC  V2Z 2A8",126571,,604-557-3706,"STEEL STUD FRAMING, DRYWALL AND TAPING",21,CONTRACTOR,FRAMING,FRAMING,238130,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Framing contractors / Framing contractors",,,,0,0,1,49.04760901,-122.6325166
-13638691.48,6301548.062,3527,120531,AL HOEHN HOME INSPECTIONS,,8543,256 ST,"8543 256 ST 
LANGLEY BC  V1M 3N3",120531,,604-837-5600,RESIDENTIAL HOME INSPECTION SERVICES,65,PROFESSIONALS,IND INSP,INDEPENDENT HOME INSPECTOR,541350,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Building inspection services / Building inspection services",,,,0,0,1,49.15702905,-122.5184501
,,3528,136578,MAXXAM ANALYTICS,,,OUT OF TOWN,"500 1919 MINNESOTA COURT 
MISSISSAUGA ON  L5N 0C9",136578,,1-866-611-1118,ANALYTICAL CHEMISTRY LABORATORY SERVICES,20,CONSULTING,MISC,MISCELLANEOUS,541380,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Testing laboratories / Testing laboratories",,97,,185,48,1666,,
-13655514.76,6302371.983,3529,162658,FIRST WEST CREDIT UNION,200,19933,88 AVE,"200-19933 88 AVE 
LANGLEY BC  V2Y 4K5",160582,Willoughby,604-539-7300,CREDIT UNION,32,FINANCIAL INSTITUTIONS,CREDIT,CREDIT UNIONS,522130,Finance & insurance / Credit intermediation & related activities / Depository credit intermediation / Local credit unions / Local credit unions,,58,,,50,270,49.16186924,-122.6695763
,,3530,136578,IOCO MECHANICAL LTD,,,OUT OF TOWN,"310-3250 ST JOHNS ST 
PORT MOODY BC  V3H 0B1",136578,,778-233-9862,"PLUMBING, HEATING, HVAC CONTRACTOR",21,CONTRACTOR,PLB & HTG,PLUMBING AND HEATING,238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,,,0,1,1,,
-13655577.69,6297022.638,3531,152442,SMART INSPECTION CONSULTING INC,95,19913,70 AVE,"95-19913 70 AVE 
LANGLEY   V2Y 0S9",152442,Willoughby,778-996-3096,RESIDENTIAL BUILDING INSPECTIONS,65,PROFESSIONALS,IND INSP,INDEPENDENT HOME INSPECTOR,541350,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Building inspection services / Building inspection services",,,,0,0,1,49.13043561,-122.6701415
-13644377.35,6290849.677,3532,118131,HUGS & KISSES LITTLE DOGGIE DAYCARE,,5066,236 ST,"5066 236 ST 
LANGLEY BC  V2Z 2S7",118131,,604-625-4411,DOG WALKING SERVICE,4,ANIMALS/FISH,DOG WALKIN,DOG WALKING,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,9,,0,0,1,49.09413748,-122.5695272
-13653725.41,6305481.007,3533,123443,JANE FIELDING DESIGN LTD,,20485,97A AVE,"20485 97A AVE 
LANGLEY BC  V1M 2H4",123443,Northwest Langley,778-881-3424,"INTERIOR DESIGN, PROJECT MANAGEMENT, DRAFTING & CONSULTING SERVICES",65,PROFESSIONALS,INTERIOR D,INTERIOR DESIGN,541410,"Professional, scientific & technical services / Professional, scientific & technical services / Specialized design services / Interior design services / Interior design services",,,,0,0,1,49.18012922,-122.6535022
-13654153.94,6302941.597,3534,115781,CONQUER LEGACY,,8923,204 ST,"8923 204 ST 
LANGLEY BC  V1M 1Y5",115781,Walnut Grove,778-239-7551,ONLINE CLOTHING STORE,74,RETAIL MERCHANTS,CLOTHING,CLOTHING STORE,414110,"Wholesale trade / Personal & household goods whl. / Textile, clothing & footwear whl. / Clothing & clothing accessories whl. / Clothing & clothing accessories whl.",,,,,1,,49.16521522,-122.6573518
-13656295.46,6295867.741,3535,115042,JDH SEPTIC SERVICES INC,,6658,197 ST,"6658 197 ST 
LANGLEY BC  V2Y 1A8",115042,Willoughby,604-808-5351,"SEPTIC SYSTEM MAINTENANCE, INSPECTION & REPAIR",21,CONTRACTOR,SAN SEWER,SANITARY SEWER,562110,"Admin., support, waste mgmt & remed. services / Waste management & remediation services / Waste collection / Waste collection / Waste collection",,,,0,0,1,49.12364662,-122.6765894
-13636726.56,6292977.339,3536,110312,GRAPEVINE CUSTOM SOLUTIONS,,26116,58 AVE,"26116 58 AVE 
LANGLEY BC  V4W 1K9",110312,,604-275-1212,SOFTWARE SUPPORT AND WEB DESIGN,19,COMPUTERS,WEB DESIGN,WEB DESIGN,54151,"Professional, scientific & technical services / Professional, scientific & technical services / Computer systems design & related services / Computer systems design & related services",,,,0,1,2,49.10665152,-122.5007989
-13636726.56,6292977.339,3537,110312,HEY TOMMY INC,,26116,58 AVE,"26116 58 AVE 
LANGLEY BC  V4W 1K9",110312,,1-800-557-4197,OFFICE FOR WEBSITE HOSTING,19,COMPUTERS,WEB DESIGN,WEB DESIGN,519130,Information & cultural industries / Other information services / Other information services / Internet pub. & brdcstng & web search portals / Internet pub. & brdcstng & web search portals,,,,0,0,1,49.10665152,-122.5007989
-13656054.14,6297667.142,3538,140288,HADES PEARLS MANAGEMENT,,19777,72A AVE,"19777 72A AVE 
LANGLEY BC  V2Y 3H7",140288,Willoughby,778-985-7017,BUSINESS COACH,20,CONSULTING,BUS DEV,BUSINESS DEVELOPMENT,541619,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv / Management consulting services / Other management consulting services",,,,0,0,1,49.13422388,-122.6744215
,,3539,136578,VERTIV CANADA ULC,,,OUT OF TOWN,"108 7500 WINSTON STREET 
BURNABY BC  V5A 4X5",136578,,780-463-0933,UPS INSTALLATION & SERVICE,19,COMPUTERS,INTERNET,INTERNET SERVICES,417990,"Wholesale trade / Machinery, equipment & supplies whl. / Other machinery, equipment & supplies whl. / All other machinery, equip. & supplies whl. / All other machinery, equip. & supplies whl.",,,,0,0,7,,
-13649644.75,6289208.256,3540,108190,CAPABLE ONE DOOR & GATE SERVICES LTD,,4529,219 ST,"4529 219 ST 
LANGLEY BC  V3A 9H5",108190,Murrayville,778-957-3667,OFFICE FOR OVERHEAD DOOR SERVICE & REPAIR,72,REPAIR SERVICES,ELECTRONIC,ELECTRONIC EQUIPMENT,811210,Other services (exc. Public administration) / Repair & maintenance / Electronic & precision equipment r&m / Electronic & precision equipment r&m / Electronic & precision equipment r&m,,,,0,0,3,49.08448116,-122.616845
-13655431.84,6297458.968,3541,143735,THE PINK RUCA,304,19978,72 AVE,"304B -19978 72 AVE 
LANGLEY BC  V2Y 1R7",143735,Willoughby,604-309-4605,REGISTERED MASSAGE THERAPY,65,PROFESSIONALS,MASSAGE,,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,0,0,1,49.1330003,-122.6688313
-13656304.53,6304816.754,3542,104608,GJLN FILM PRODUCTION INC,,19714,96 AVE,"19714 96 AVE STAGE C 
LANGLEY BC  V1M 3B9",104608,,604-295-2322,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,0,0,49.17622848,-122.6766708
,,3543,136578,HALCYON ELECTRIC INC,,,OUT OF TOWN,"3187 E BROADWAY 
VANCOUVER BC  V5M 1Z7",136578,,778-322-5231,ELECTRICAL CONTRACTOR,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,,,,0,1,,
,,3544,136578,DIVINE HARDWOOD FLOORING LTD,,,OUT OF TOWN,"348 MAIN ST 
VANCOUVER BC  V5V 3M9",136578,,403-723-4100,SUPPLY AND INSTALL FLOORING,21,CONTRACTOR,FLOORING,FLOORING,238330,Construction / Specialty trade contractors / Building finishing contractors / Flooring contractors / Flooring contractors,,,,0,0,8,,
-13655110.99,6302015.65,3545,150831,MORNINGSTAR HOMES LTD,580,8621,201 ST,"580-8621 201 ST 
LANGLEY BC  V2Y 0G9",148253,Willoughby,604-521-0038,RESIDENTIAL CONSTRUCTION & DEVELOPMENT,65,PROFESSIONALS,CONSTRUCT,CONSTRUCTION MANAGEMENT,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,83,,0,0,17,49.15977599,-122.6659491
-13654442.86,6302935.923,3546,146693,BENCHMARK LAW CORPORATION,9,8880,202 ST,"9-8880 202 ST 
LANGLEY BC  V1M 4E7",141052,Walnut Grove,604-227-2892,LAW FIRM,65,PROFESSIONALS,LAWYERS,LAWYER,541110,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Offices of lawyers / Offices of lawyers",,,,0,0,3,49.16518189,-122.6599472
-13654073.67,6300947.694,3547,155312,CASA MIA JANITORIAL  SERVICES,,8296,204 ST,"8296 204 ST 
LANGLEY   V2Y 0S3",155312,Willoughby,778-551-5283,OFFICE FOR JANITORIAL SERVICES,18,CLEANING SERVICES,JANITORIAL,JANITORIAL,561722,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Janitorial services / Janitorial services (exc. window cleaning)",,,,0,0,1,49.15350183,-122.6566307
,,3548,136578,QUALITECH CONSTRUCTION GROUP LTD,,,OUT OF TOWN,"208 2958 WHISPER WAY 
COQUITLAM BC  V3E 3S7",136578,,778-886-9987,COMMERCIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,COM,COMMERCIAL BUILDINGS,236220,Construction / Construction of buildings / Non-residential building construction / Commercial & inst. building construction / Commercial & inst. building construction,,,,0,0,1,,
,,3549,136578,VAC ATTACK SERVICES LTD,,,OUT OF TOWN,"404 1485 COAST MERIDIAN RD 
PT COQUITLAM BC  V3P 5C1",136578,,604-214-9500,INDUSTRIAL VACUUMING SERVICES,21,CONTRACTOR,ROOFING,ROOFING,238160,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Roofing contractors / Roofing contractors",,,,0,2,6,,
-13655279.18,6306731.529,3550,120337,WHITE POWDER COATING LTD,,10190,199B ST,"10190 199B ST 
LANGLEY BC  V1M 3X8",120337,,604-513-4411,INDUSTRIAL POWDER COATING ON STEEL PRODUCTS,42,INDUSTRIAL,FABRICATIO,STEEL FABRICATION,238120,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Struct. steel & precast concrete contractors / Struct. steel & precast concrete contractors",,,,0,0,10,49.18747191,-122.66746
,,3551,136578,DBL-TIME CONTRACTING LTD,,,OUT OF TOWN,"10811 272 ST 
MAPLE RIDGE BC  V2W 1Y6",136578,,604-789-0757,RENOVATIONS & LANDSCAPING,21,CONTRACTOR,RENOVATION,RENOVATIONS,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,97,,0,0,2,,
,,3552,136578,MAD-DOGS DRYWALL & TRASH REMOVAL SERVICES INC,,,OUT OF TOWN,"48 24185 106B AVE 
MAPLE RIDGE BC  V2W 0C5",136578,,778-689-7455,DRYWALL INSTALLATION CONTRACTOR,21,CONTRACTOR,DRYWALL,DRYWALL,238310,Construction / Specialty trade contractors / Building finishing contractors / Drywall & insulation contractors / Drywall & insulation contractors,,,,0,0,1,,
-13650595.86,6291256.542,3553,120756,INDERPRET BRING PHYSIOTHERAPIST CORPORATION,A,5197,216 ST,"A-5197 216 ST 
LANGLEY BC  V3A 2N4",102591,Murrayville,604-530-8474,PHYSIOTHERAPIST,65,PROFESSIONALS,PHYSIO,PHYSIOTHERAPIST,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,0,1,0,49.09653074,-122.625389
-13641323.2,6290535.55,3554,109312,PRECISE EQUINE,,4967,246A ST,"4967 246A ST 
LANGLEY BC  V2Z 1J1",109312,,604-833-7897,"MOBILE EQUINE GROOMING, BODYWORK & CLIPPING SERVICES",4,ANIMALS/FISH,PET GROOM,PET GROOMING,112920,"Agriculture, forestry, fishing & hunting / Animal production & aquaculture / Other animal production / Horse & other equine production / Horse & other equine production",,,,0,0,1,49.09228965,-122.5420913
,,3555,136578,MATRA CONSTRUCTION INC,,,OUT OF TOWN,"3909 CHARLES ST 
BURNABY BC  V5C 3K7",136578,,604-320-1600,GENERAL CONTRACTING & CONSTRUCTION MANAGEMENT,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,,,,97,,0,0,40,,
-13633286,6291774.876,3556,148838,AIRPLUS INDUSTRIAL CORP,B 101,5350,272 ST,"B 101-5350 272 ST 
LANGLEY BC  V4W 1S3",148838,Gloucester,604-882-8886,CLEAN-AIR SOLUTIONS & COMPRESSED AIR  APPLICATIONS,99,WHOLESALE MERCHANT,HEAT/AC,HEATING/AC EQUIPMENT,416120,"Wholesale trade / Building material & supplies whl. / Electrical, plumbing, heating & ac equip. whl / Plumbing, heating & ac equip. & supplies whl. / Plumbing, heating & ac equip. & supplies whl.",,412,,,0,19,49.09957952,-122.4698918
-13633706.65,6291381.996,3557,142050,TRAX AUTO GROUP INC,104,27090,GLOUCESTER WAY,"104-27090 GLOUCESTER WAY 
LANGLEY BC  V4W 3Y5",134284,Gloucester,778-991-5494,WHOLESALE VEHICLE SALES,92,VEHICULAR,SALES,VEHICLE SALES,4411,Retail trade / Motor vehicle & parts dealers / Automobile dealers,,,,0,0,2,49.09726866,-122.4736707
,,3558,136578,JP WESTERN HOMES INC,,,OUT OF TOWN,"6822 134 ST 
SURREY BC  V3W 4S8",136578,,778-823-1766,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,,
,,3559,136578,UNKAR SINGH HEER,,,OUT OF TOWN,"53 16678 25 AVE 
SURREY BC  V3Z 0Z2",136578,,778-889-3560,GENERAL CONTRACTOR - RESIDENTIAL,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,,
,,3560,136578,AMA EXCAVATION AND DRAINAGE,,,OUT OF TOWN,"3045 ANDRES RD 
NANAIMO BC  V9R 6X2",136578,,778-868-9580,EXCAVATION AND DRAINAGE,21,CONTRACTOR,DRAIN,DRAINTILE AND SERVICES,238910,Construction / Specialty trade contractors / Other specialty trade contractors / Site preparation contractors / Site preparation contractors,,,,1,0,0,,
-13648695.24,6292845.581,3561,109907,WIFFEN FINANCIAL SERVICES INC,,22291,56 AVE,"22291 56 AVE 
LANGLEY BC  V2Y 2M8",109907,,604-539-9585,LIFE INSURANCE AND INVESTMENT PLANNING,65,PROFESSIONALS,CONSULTANT,CONSULTANT,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,9,,0,0,1,49.10587667,-122.6083154
-13654564.32,6302891.611,3562,163944,OXFORD LEARNING WALNUT GROVE,130,8912,202 ST,"130-8912 202 ST 
LANGLEY BC  V1M4A7",135140,Walnut Grove,604-881-0372,SUPPLEMENTAL EDUCATION & TUTORING CENTRE,84,TEACHER,TUTOR,TUTOR,611690,Educational services / Educational services / Other schools & instruction / All other schools & instruction / All other schools & instruction,,,,0,1,2,49.1649216,-122.6610383
,,3563,136578,RATHODHOMES,,,OUT OF TOWN,"2 35520 MAHOGANY DR 
ABBOTSFORD BC  V3G 0C9",136578,,778-241-9153,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,4,,
-13654811.62,6302687.688,3564,144833,DS90 MEDIA,C111,8929,202 ST,"C111-8929 202 ST 
LANGLEY BC  V1M 0B4",144833,Northwest Langley,778-846-0218,OFFICE FOR VIDEOGRAPHY & WEBSITE DESIGN,19,COMPUTERS,WEB DESIGN,WEB DESIGN,519130,Information & cultural industries / Other information services / Other information services / Internet pub. & brdcstng & web search portals / Internet pub. & brdcstng & web search portals,,,,0,0,1,49.16372376,-122.6632598
-13635183.07,6284090.029,3565,119102,DELUSIONAL MOBILE AUDIO,,26596,28B AVE,"26596 28B AVE 
LANGLEY BC  V4W 3B2",119102,Aldergrove,778-808-5969,MOBILE CAR & MARINE AUDIO INSTALLATION & VEHICLE/MARINE SERVICING,92,VEHICULAR,MOBILE VEH,MOBILE VEHICLE REPAIRS,238990,Construction / Specialty trade contractors / Other specialty trade contractors / All other specialty trade contractors / All other specialty trade contractors,,,,0,0,1,49.05435907,-122.4869335
-13642886.01,6295429.575,3566,132484,YOGAROOTS,,24109,65 AVE,"24109 65 AVE 
LANGLEY BC  V2Y 2H1",132484,,604-619-2479,ONLINE YOGA CLASSES,69,RECREATION,FITNESS,FITNESS,611620,Educational services / Educational services / Other schools & instruction / Athletic instruction / Athletic instruction,,178,,0,0,1,49.12107065,-122.5561302
-13652017.05,6303011.949,3567,105393,IRON EARTH EXCAVATING INC,94,8930,WALNUT GROVE DR,"94-8930 WALNUT GROVE DR 
LANGLEY BC  V1M 3K2",105393,Walnut Grove,778-889-4348,OFFICE FOR BACKHOE & EXCAVATION SERVICES,23,CONTRACTOR - MISC,EXCAVATE,EXCAVATION,238910,Construction / Specialty trade contractors / Other specialty trade contractors / Site preparation contractors / Site preparation contractors,,,,0,0,1,49.16562846,-122.6381558
-13655514.76,6302371.983,3568,163440,UPTOWN MED SPA LTD,100,19933,88 AVE,"100-19933 88 AVE 
LANGLEY BC  V2Y 4K5",160582,Willoughby,778-322-7262,MEDICAL COSMETIC CLINIC,60,PERSONAL SERVICES,HEA/WELL,HEALTH AND WELLNESS,446199,Retail trade / Health & personal care stores / Health & personal care stores / Other health & personal care stores / All other health & personal care stores,,,,6,2,3,49.16186924,-122.6695763
,,3569,136578,CONCORDE MECHANICAL SOLUTION LTD,,,OUT OF TOWN,"7546 140 ST 
SURREY BC  V3W 5J8",136578,,778-908-7320,"PLUMBING, HEATING & GAS CONTRACTOR",21,CONTRACTOR,PLG/HTG/G,"PLUMBING, HEATING AND GAS",238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,97,,0,0,2,,
-13641669.02,6287559.568,3570,164165,MOM STITCHES LOVE,,24481,40 AVE,"24481 40 AVE 
LANGLEY BC  V2Z 2L9",108983,,778-773-8604,SEWING & SELLING CUSTOM CLOTHING AND ACCESSORIES FOR ADULTS & CHILDREN,24,CRAFTS,SEWING,SEWING,315289,Manufacturing / Clothing mfg. / Cut & sew clothing mfg. / Other cut & sew clothing mfg. / All other cut & sew clothing mfg.,,,,0,0,1,49.0747802,-122.5451978
,,3571,136578,POWERWELL PUBLICITY & DISPLAY PRODUCTION CO LTD,,,OUT OF TOWN,"1025 2633 SIMPSON RD 
RICHMOND BC  V6X 0B9",136578,,604-278-0860,SIGN FABRICATION & INSTALLATION,23,CONTRACTOR - MISC,SIGN,SIGN INSTALLATION,339950,Manufacturing / Miscellaneous mfg. / Other miscellaneous mfg. / Sign mfg. / Sign mfg.,,,,0,2,4,,
-13652362.6,6300952.861,3572,157064,REINWAY COURIER LTD,,8331,209B ST,"8331 209B ST 
LANGLEY BC  V2Y 4K4",157064,Willoughby,1-236-986-8333,EXPRESS DELIVERY SERVICE,89,"TRUCKING, EXPRESS, CARTAGE",DELIVERY,DELIVERY,492210,Transportation & warehousing / Couriers & messengers / Local messengers & local delivery / Local messengers & local delivery / Local messengers & local delivery,,,,0,0,1,49.15353219,-122.6412598
-13652371.18,6297091.573,3573,152756,RIVKAH DEKKER HOMES & RENOVATIONS LTD,26,7059,210 ST,"26-7059 210 ST 
LANGLEY   V2Y 0T2",152756,Willoughby,1-519-375-7814,RESIDENTIAL CONSTRUCTION,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,49.13084081,-122.641337
-13650403.74,6277937.469,3574,107119,WARNE CARPENTRY AND RENOVATIONS LTD,,856,216 ST,"856 216 ST 
LANGLEY BC  V2Z 1R3",107119,,778-686-5755,OFFICE FOR CARPENTRY & RENOVATIONS,21,CONTRACTOR,RENOVATION,RENOVATIONS,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,49.01812548,-122.6236631
-13648568.15,6301989.557,3575,163161,R BAUCHMAN CONTRACTING,,22256,86A AVE,"22256 86A AVE 
LANGLEY BC  V1M 3S8",163161,,604-888-6796,CONSTRUCTION FRAMING & FORMING,21,CONTRACTOR,FRAMING,FRAMING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,9,,0,0,1,49.15962271,-122.6071737
,,3576,136578,SABIC CONSTRUCTION LTD,,,OUT OF TOWN,"1611 VALMONT WAY 
RICHMOND BC  V6V 1Y3",136578,,778-655-9013,GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,23611,Construction / Construction of buildings / Residential building construction / Residential building construction,,,,0,0,15,,
-13652924.42,6299469.681,3577,150838,WILLOUGHBY TOWN CENTRE DENTAL,100,20780,WILLOUGHBY TOWN CENTRE DR,"100-20780 WILLOUGHBY TOWN CENTRE DRIVE 
LANGLEY   BC  V2Y 0L7",148845,Willoughby,604-371-4322,DENTAL OFFICE,65,PROFESSIONALS,DENTIST,DENTIST,621210,Health care & social assistance / Ambulatory health care services / Offices of dentists / Offices of dentists / Offices of dentists,,,,0,0,12,49.14481731,-122.6463068
,,3578,136578,MARCWIN CONSTRUCTION LTD,,,OUT OF TOWN,"2890 CAMELLIA CRT 
ABBOTSFORD BC  V2S 4K5",136578,,604-302-4821,RESIDENTIAL FRAMING & RENOVATIONS,21,CONTRACTOR,FRAMING,FRAMING,238130,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Framing contractors / Framing contractors",,97,,0,0,3,,
