LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
68193,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EAGLE NEST  COMMUNITY AND ABORIGINAL SERVICES LTD.,OFFICE USE ONLY - NOT TRAINING AT THIS LOCATION,HOME BUSINESS - CONSULTING,,4850,NORTH MEADOW RD,2395
81487,2021/06/16 07:00:00+00,2021/12/31 08:00:00+00,TESORO EQUESTRIAN,Horseback riding & boarding,"Indoor, Outdoor, Equestrian Centre",,5503,CRANBROOK HILL RD,2396
77626,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KRT ENTERPRISES,Construction,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,2043,GAGNE PL,2397
27201,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HAUSOT MASONRY & HEATING LTD,MASONRY,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,2163,GREGORY PL,2398
80638,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LATITUDE 48 DESIGN LTD.,Residential Design Company,HOME BUSINESS 1 - Craft,,4117,CHURCHILL RD,2399
79940,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COKALA CONTRACTING,"Roofing, flooring, renovations","HOME BUSINESS, CONTRACTOR TRADE - CARPENTRY - RENOVATIONS",,2183,CHURCHILL RD,2400
81058,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LUV 4 PAWS,Animal Rescue & Education,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,2315,CHURCHILL RD,2401
2231,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HART WHEEL INN LTD. (2017),RESTAURANT,RESTAURANT - RESTAURANT,,2260,HART HWY,2402
80396,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ON THE GROUND COUNSELLING & CONSULTING INC,Animal assisted counselling,HOME BUSINESS - HOME BUSINESS - OTHER,,6748,SWANSON RD,2403
9351,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOUBLE MAC FARMS,ANIMAL BORDING & LIVESTOCK HAULING,HOME BUSINESS - HOME BUSINESS,,6748,SWANSON RD,2404
77898,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WILSON SQUARE COMMUNITY MARKET ASSOCIATION,Outdoor Market,FLEA OR FARMERS MARKET - FLEA OR FARMERS MARKET,,250,GEORGE ST,2405
9073,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HANDS ON CAR WASH INC,AUTOMOTIVE CAR WASH,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,1956,3RD AVE,2406
80605,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HANDS ON CAR WASH,Truck Rentals,CAR OR TRUCK RENTAL - TRUCK RENTAL,,1956,3RD AVE,2407
81348,2021/04/13 07:00:00+00,2021/12/31 08:00:00+00,GRANDSLAM PROMOTIONS,"Signs, decals and billboards",HOME BUSINESS 1 - Craft,,6444,BLISS CRT,2408
80992,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE RITUAL BEAUTY LOFT,Hair Stylist/Esthetician,HOME BUSINESS - HOME BUSINESS - OTHER,,6411,BURKITT RD,2409
74336,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WAYMARK COACHING SOLUTIONS,workshops held at external locations - home is office only,HOME BUSINESS - CONSULTING,,6399,BURKITT RD,2410
70451,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A. LAMOTHE CONSTRUCTION LTD,SUBCONTRACTOR - CARPENTERS/JOINERS/LATHERS - HOME IS OFFICE ONLY,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,6374,BLISS PT,2411
80786,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BIRCHWOOD VETERINARY CLINIC,Veterinarian,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (>101 SQ M GFA)",1741,1745,VICTORIA ST,2412
81309,2021/03/31 07:00:00+00,2021/12/31 08:00:00+00,SEEL DESIGNS,Design Consulting/Drafting Services,HOME BUSINESS 1 - Craft,,770,OCHAKWIN CRES,2413
81359,2021/04/19 07:00:00+00,2021/12/31 08:00:00+00,DANA MANDI,Restaurant,"Restaurant, Coffee Shop, Cafe, Deli (30 seats or less) or other Food primary establishments.",,2095,5TH AVE,2414
48556,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE MOTOR COURT LTD,MOTEL,MOTEL - MOTEL,,867,17TH AVE,2415
2880,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LE CERCLE DES CANADIENS-FRANCAIS,PRESCHOOL/GROUP DAYCARE,Community Care Facility,,1752,FIR ST,2416
2410,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AA ACE'S PAWN & SECONDHAND,PAWN SHOP & SECONDHAND,PAWN SHOP AND SECOND HAND DEALER - PAWN SHOP AND SECOND HAND DEALER,1231,1233,17TH AVE,2417
80271,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG INK THERAPY,Tattoo & Piercing Parlour,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,1231,1233,17TH AVE,2418
7187,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LITTLE ANGELS DAYCARE,FAMILY DAYCARE,Community Care Facility,,7538,SOUTHRIDGE AVE,2419
78220,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KIDZ CORNER,daycare for licensed community care and assisted living act,Community Care Facility,,7598,SOUTHRIDGE AVE,2420
81051,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LTN CONTRACTING LTD.,Commercial Logging/Log Harvesting,"CONTRACTOR, GENERAL OR LOGGING - LOGGING CONTRACTOR",,5446,HARTWAY DR,2421
80413,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TAKLA LAKE LIMITED PARTNERSHIP,Consulting Services (Forestry/Road maintenance/Management Services),"Commercial office (Accountant, Advertising, Appraiser, Architect, Engineer, Insurance, Lawyer, Notary Public, Property Management, Real Estate, Surveyor, Travel), Studio, Radio, Television, Claims Centre",,510,CARNEY ST,2422
75458,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"MOFFAT, ELIZABETH",Hairdresser,COMMERCIAL SERVICE < 100 SQ. M. - BARBER / HAIR SALON,,2212,LAURIER CRES,2423
80159,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NATURAL-INGREDIENTS-LIGHT TREATMENT-MOBILE,Mobile health and beauty,HOME BUSINESS - HOME BUSINESS - OTHER,,1890,SPRUCE ST,2424
81133,2021/01/11 08:00:00+00,2021/12/31 08:00:00+00,CHALET MANOR,Building Rental Units,BUILDING RENTAL - BUILDING RENTAL,,1890,SPRUCE ST,2425
80937,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ELEMENT OF BEAUTY,Hair Stylist / Lash Technician,HOME BUSINESS - HOME BUSINESS - OTHER,,1517,BLACKBURN RD N,2426
5878,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORCAN CONSULTING LTD,FORESTRY CONSULTANT,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,1877,QUEENSWAY,2427
77396,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A-TECK APPRAISALS,Unit210  Appraisals,COMMERCIAL OFFICE - APPRAISER,,1877,QUEENSWAY,2428
80560,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SILKY HEN DESIGN,Graphic Design,HOME BUSINESS - HOME BUSINESS - OTHER,,1858,LARCH ST,2429
79420,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MATHEWS & SON CONSTRUCTION LTD,Siding,"CONTRACTOR, TRADE - SIDING",,4104,BRINK PL,2430
79675,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EQUINE ENERGY EXPERIENCE,Equine assisted learning - 2625 Bowron Road Arena,HOME BUSINESS - HOME BUSINESS - OTHER,,6652,O'GRADY RD,2431
80693,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RAD DELIVERY,Cargo bicycle delivery service,HOME BUSINESS - HOME BUSINESS - OTHER,,1772,YEW ST,2432
49324,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LANDTRAN LOGISTICS INC,TRUCK or RAIL TERMINAL,TRUCK OR RAIL TERMINAL - TRUCK,1888,1550,1ST AVE,2433
1105,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LANDTRAN LOGISTICS INC,WAREHOUSING,WAREHOUSING - WAREHOUSING,1888,1550,1ST AVE,2434
19075,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NECHAKO BOTTLE DEPOT,BOTTLE DEPOT,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,1922,1ST AVE,2435
26166,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ROSA MARTINCICH,RESIDENTIAL BUILDING RENTAL,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,1920,17TH AVE,2436
79108,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LITTLE BAM BAM'S DAYCARE,Family Daycare,Community Care Facility,,2108,BITTNER RD E,2437
80036,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ANTRIM CHARTERS,Charter Shuttle Bus Service,"TAXI, LIMOUSINE, SHUTTLE SERVICE - SHUTTLE SERVICE",,688,FREEMAN ST,2438
3291,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TOP GUN COLLISON AUTOBODY LTD,AUTOBODY SHOP,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,,BUSINESS - UNKNOWN,2439
5862,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHLANDS WATER & SEWER SUPPLIES LTD,WATERWORKS PRODUCTS,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,,,BUSINESS - UNKNOWN,2440
77485,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MADISON AVE FASHIONS,Selling Womens clothing and accessories,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,2302,HART HWY,2441
68415,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CMO DATA SYSTEMS CORP,COMPUTER SALES & SERVICE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1515,1513,8TH AVE,2442
3297,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GENERAL INSTALLATIONS PP WALTER SHELEST,PLUMBING,"HOME BUSINESS, CONTRACTOR TRADE - PLUMBING",,1925,12TH AVE,2443
72330,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BRIS HOLDINGS LTD.,commercial 790 central  892 central st e  BK radio,BUILDING RENTAL - COMMERCIAL,,1459,NORTH NECHAKO RD,2444
9200,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COMPASS GROUP CANADA LTD #60713,CATERING SERVICE,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE < 100 SQ. M.,,795,HIGHWAY 16 E,2445
4688,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PINEWOOD ESTATES,For whole apartment building,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,4255,GUEST CRES,2446
70353,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JRB SERVICES,COMMERCIAL JANITORIAL - HOME IS OFFICE ONLY,HOME BUSINESS - HOME BUSINESS - OTHER,,6949,CHARTWELL CRES,2447
27113,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HARVEY'S  MUFFLER & SHOCKS,AUTO & MUFFLER REPAIRS,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,1688,20TH AVE,2448
71989,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ZHU,Growing Bean sprouts for restaurants.,HOME BUSINESS - HOME BUSINESS - OTHER,,921,CLARE CRES,2449
71093,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TOOR ENTERPRISES,TQ Plumber,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",,2693,SANDERSON RD,2450
75648,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PROCUT MOBILE SAWMILLS,internet sawmill plans,HOME BUSINESS - HOME BUSINESS,,2468,MCBRIDE CRES,2451
75245,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PINUPS PUNKS AND PRETTY THINGS HAIR LOUNGE,Hair services and makeup services,HOME BUSINESS - HOME BUSINESS - OTHER,,2224,ROSS CRES,2452
79970,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN MAT & BRIDGE LP,Access Matting,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,1637,1700,RIVER RD,2453
78349,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LASH N' DASH,"Eyebrow Threading, Lash Extensions, Esthetics",HOME BUSINESS - HOME BUSINESS - OTHER,,9152,LATTMAN RD,2454
70005,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,D.J. LEWIS CONTRACTING,Concrete repair & restoration,"CONTRACTOR, TRADE - CONCRETE",,9152,LATTMAN RD,2455
52671,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ROTO ROOTER,SEWER & DRAIN CLEANING,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,1157,BABINE CRES,2456
7426,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPRUCE CAPITAL SENIOR CITIZENS REC SOCIETY,ROOM RENTAL,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,3701,RAINBOW DR,2457
4532,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DICK BYL LAW CORPORATION,LAW FIRM,"Commercial office (Accountant, Advertising, Appraiser, Architect, Engineer, Insurance, Lawyer, Notary Public, Property Management, Real Estate, Surveyor, Travel), Studio, Radio, Television, Claims Centre",,1777,3RD AVE,2458
7959,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CLAIMSPRO INC,INSURANCE ADJUSTERS,"Commercial office (Accountant, Advertising, Appraiser, Architect, Engineer, Insurance, Lawyer, Notary Public, Property Management, Real Estate, Surveyor, Travel), Studio, Radio, Television, Claims Centre",,1777,3RD AVE,2459
7919,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HEARTLAND STEEL STRUCTURES LTD,CONSTRUCTION,"Animal Shelter, Brewery & Distillery (Minor), Consulting, Scientific and Technical, Feet Service, Log Storage, Custom Indoor Manufacturing, Railway, Recylcing Centre (Minor & Intermediate), Retail General of only Bus/Office supplies, Service (Household repari/Industrial Support), Utility (Major & Minor), Auction (Major & Minor), Contractor Service (Major & Minor), Equipment sales (Major & Minor), Greenhouse and Plant Nursery, Manufacturing/Retail, Transportation Depot, Truck or Rail Terminal (Minor), Warehousing & Storage, Wholesale",,1777,3RD AVE,2460
42493,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN INTERIOR WOODWORKERS HOLDING SOCIETY,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,,1777,3RD AVE,2461
71464,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTH LABOUR LAW CORPORATION,Law Office,COMMERCIAL OFFICE - LAWYER,,1777,3RD AVE,2462
78413,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ACHIEVE IT ALL LIFE COACHING AND PERSONAL TRAINING,"Personal Training, Group Fitness and Life Coaching Services",HOME BUSINESS - HOME BUSINESS - OTHER,,2823,FERRY AVE,2463
76707,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FORTWOOD HOMES VENTURES (WEST GABLES TOWN HOUSES),residential rental,RESIDENTIAL BUILDING RENTAL - CONDOMINIUM,,2823,FERRY AVE,2464
81467,2021/06/07 07:00:00+00,2021/12/31 08:00:00+00,BLACKWOOD GIFTS,Handmade Keepsakes & Gifts,HOME BUSINESS 1 - Craft,,4237,MORGAN CRES,2465
68201,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ARXX WALL SYSTEMS (NEW TECH - ICF),"BUILD WALLS - RESIDENTIAL &, COMMERCIAL","HOME BUSINESS, CONTRACTOR TRADE - CARPENTRY - RENOVATIONS",,507,PATRICIA BLVD,2466
81130,2021/01/08 08:00:00+00,2021/12/31 08:00:00+00,POPPY'S HOME CARE SERVICES,Home care services for elderly and disabled,HOME BUSINESS - HOME BUSINESS - OTHER,,1383,FIR ST,2467
75468,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CP COMMUNICATIONS LTD,Communications - 2 way radio,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE < 100 SQ. M.,,1018,GREAT ST,2468
40255,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUN LIFE FINANCIAL,LIFE INSURANCE & FINANCIAL CONSULTING,COMMERCIAL OFFICE - INSURANCE,,1600,15TH AVE,2469
8147,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LONDON DRUGS LIMITED,DRUG STORE,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (>1001 SQ M GFA)",,1600,15TH AVE,2470
80507,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WORKBC PRINCE GEORGE,Employment Services for Government BC,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,1600,15TH AVE,2471
79641,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MILD CHILI INDIAN CUISINE LTD,Restaurant,"Restaurant, Coffee Shop, Cafe, Deli (30 seats or less) or other Food primary establishments.",,1600,15TH AVE,2472
77401,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,0803332 B.C. LTD. D.B.A. REFLEX NUTRITION,health food store,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2473
75261,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG TRADING INC. DBA ONE BOARDSHOP,retail sales  737 Central ST W,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2474
79614,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AMBEY HOLDING LTD- MUCHO BURRITO,Restaurant Mucho Burrito,RESTAURANT - RESTAURANT,,1600,15TH AVE,2475
79613,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,1159283 BC LTD/SECOND CUP,Second Cup Cafe,RESTAURANT - RESTAURANT,,1600,15TH AVE,2476
75206,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TL NAILS,Nail beauty spa salon,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,1600,15TH AVE,2477
75949,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EASY FINANCIAL,Financial - Personal Loans,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,1600,15TH AVE,2478
8237,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAMOUS PLAYERS 6,MOVIE THEATRE,COMMERCIAL RECREATION,,1600,15TH AVE,2479
3629,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HEARINGLIFE CANADA LTD,HEARING CLINIC # 131,MEDICAL OR DENTAL OFFICE - OTHER - MEDICAL,,1600,15TH AVE,2480
73359,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PIZZA HUT,FOOD SERVICES,RESTAURANT - RESTAURANT,,1600,15TH AVE,2481
69896,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CHINA CUP BUFFET,RESTAURANT,RESTAURANT - RESTAURANT,,1600,15TH AVE,2482
77414,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RED ROBIN,Unit 101 - Restaurant,RESTAURANT - RESTAURANT,,1600,15TH AVE,2483
74204,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PITA PIT,restaurant at 138 - 1600 15th ave,RESTAURANT - RESTAURANT,,1600,15TH AVE,2484
8448,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PARKWOOD PLACE LTD,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,,1600,15TH AVE,2485
44526,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DBA SAVE-ON-FOODS,GROCERIES,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,,1600,15TH AVE,2486
65208,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HUDSON'S BAY COMPANY LTD.,COMMERCIAL RETAIL > 1000 SM,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,,1600,15TH AVE,2487
73861,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BOOSTER JUICE,"Unit D104.  Juices, smoothies, food",COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,,1600,15TH AVE,2488
68336,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,QUIZNO'S CLASSIC SUBS,SUBWAY SHOP,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,,1600,15TH AVE,2489
73300,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STUDIO CUTS,COMMERCIAL SERVICE < 100 sq. m.,COMMERCIAL SERVICE < 100 SQ. M. - BARBER / HAIR SALON,,1600,15TH AVE,2490
78616,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BOOSTER JUICE,smoothie Franchise,MOBILE VENDORS - MOBILE VENDORS,,1600,15TH AVE,2491
8123,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KEYSTONE DENTAL CENTRE,DENTIST,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,1600,15TH AVE,2492
1197,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NECHAKO MEDICAL CLINIC LTD,MEDICAL WALK IN CLINIC,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,1600,15TH AVE,2493
8286,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,H & R BLOCK CANADA INC,TAX PREPARATION unit #133,COMMERCIAL OFFICE - ACCOUNTANT,,1600,15TH AVE,2494
74419,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOLLAR TREE,unit 1000 - variety store,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2495
77582,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUN 968 BETTER VALUE STORE,Unit 100 - Lottery booth in Save On Foods,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2496
3969,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MICHAEL'S JEWELLERS,JEWELLERY STORE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2497
80402,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ANDRES ELECTRONIC EXPERTS,"Retail cellular, internt & home security.",COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2498
8045,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COSMOPROF,BEAUTY SUPPLIES located @ 109-111 1600 15th ave for professioanals only,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2499
9173,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WAREHOUSE ONE -THE JEAN STORE (36),RETAIL AT PARKWOOD MALL - JEANS & RELATED ACCESSORIES,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1600,15TH AVE,2500
79627,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DBT DEREIS COUNSELLING INC,Counselling Agency,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,1512,QUEENSWAY,2501
71561,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,10280 ENTERPRISES LTD.,Building Rental,BUILDING RENTAL - COMMERCIAL,,7405,HART HWY,2502
70889,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR PIPING AND MAINTENANCE LTD.,"WELDING & PIPEFITTING CONTRACTOR, CRANE SERVICES",INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,7405,HART HWY,2503
77932,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BIGSTEELBOX CORPORATION,mobile storage,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,5496,HARTWAY DR,2504
81604,2021/09/02 07:00:00+00,2021/12/31 08:00:00+00,A PERFECT TOUCH,janitorial work,HOME BUSINESS 1 - Craft,21,5988,GAUTHIER RD,2505
77745,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INTEGRIS INSURANCE SERVICES LTD,Commercial office,COMMERCIAL OFFICE - INSURANCE,,530,CENTRAL ST E,2506
13795,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INTEGRIS CREDIT UNION,BANKS,Banks and other Financial Institutions.,,530,CENTRAL ST E,2507
1342,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GEONORTH ENGINEERING LTD,LABORATORY,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE > 100 SQ. M.,,3975,18TH AVE,2508
59816,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TRAILER VILLAGE MOBILE HOME PARK,MOBILE HOME PARK,MOBILE HOME PARK - MOBILE HOME PARK,1,8474,BUNCE RD,2509
79690,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,1160772 BC LTD / DBA ZEN NOODLE HOUSE,restaurant,RESTAURANT - RESTAURANT,,693,BRUNSWICK ST,2510
79391,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN BREEZE INN LTD,25 Unit Residential  Rooming House,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,160,QUEBEC ST,2511
8213,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL STREET HOLDINGS LTD,PARKING LOT,COMMERCIAL PARKING LOT OR PARKADE - COMMERCIAL PARKING LOT OR PARKADE,,198,GEORGE ST,2512
4476,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BUDGET MINI STORAGE,STORAGE OF COMMERCIAL/INDUSTRIAL & PERSONAL ITEMS,WAREHOUSING - WAREHOUSING,,955,1ST AVE,2513
81527,2021/07/06 07:00:00+00,2021/12/31 08:00:00+00,ISLAND FLAVA,Making & Selling Authentic Jamaican Cuisine,"Mobile Vendor or Sidewalk Vendor
MOBILE BUSINESS",,611,LACOMA ST,2514
