NAME,NAME_FR,ADDRESS,ADDRES_FR,CITY,PROVINCE,PC,PC_ADDRESS,PHONE,EMAIL,DATE_MOD,WEB_1,WEB_2,ID,IMAGE,SUB,OBJECTID
Distinct Features,Distinct Features,66 Muriel St,"66, rue Muriel",Ottawa,ON,K1S 4E1,K1S 4E1,,info@distinctfeatures.com,20180622,http://www.distinctfeatures.com/,,FP172,,Film,238
Slalom Productions,Slalom Productions,66 Muriel St,"66, rue Muriel",Ottawa,ON,K1S 4E1,K1S 4E1,613-236-6006,,20180622,http://www.slalomprod.tv/,,FP179,,Film,239
First Stage Talent Agency,First Stage Talent Agency,6880 Bilberry Dr,"6880, prom Bilberry",Ottawa,ON,K1C 3R5,K1C 3R5,613-841-3004,office@firststage.ca,20180622,http://www.firststage.ca/,,FP196,,Film,240
CHROMAVISION PRODUCTIONS,CHROMAVISION PRODUCTIONS,6899 Sunset Blvd,"6899, boul Sunset",Ottawa,ON,K4P 1C5,K4P 1C5,,,20180622,,,FP86,,Film,241
Mike Migliara Casting,Mike Migliara Casting,70 Bongard Ave,"70, av Bongard",Ottawa,ON,K2E 7Z9,K2E 7Z9,,mmcasting@live.ca,20180622,http://mmcasting.ca,,FP199,,Film,242
OTTAWA FAMILY CINEMA,OTTAWA FAMILY CINEMA,710 Broadview Avenue,"710, av Beechwood",Ottawa,ON,K2A 2M2,K2A 2M2,613-722-8218,,20180622,http://www.familycinema.ca/,,FP164,,Film,243
TV Factory,TV Factory,74A Wayling Ave,"74A, av Wayling",Ottawa,ON,K1Y 3E5,K1Y 3E5,613-237-9868,newmedia@tvfactory.tv,20180622,http://www.tvfactory.tv/,,FP132,,Film,244
AMC KANATA 24,AMC KANATA 24,801 Kanata Ave,"801, av Kanata",Ottawa,ON,K2T 1E7,K2T 1E7,,,20180622,http://www.amctheatres.com/,,FP154,,Film,245
K DAPAAH PRODUCTIONS,K DAPAAH PRODUCTIONS,85 Royal Field Cres,"85, crois Royal Field",Ottawa,ON,K2J 4C9,K2J 4C9,613-867-4509,,20180622,,,FP115,,Film,246
IN MOTION,IN MOTION,891 Boyd Ave,"891, av Boyd",Ottawa,ON,K2A 2E2,K2A 2E2,613 723 5800,info@inmotion.ca,20180622,http://www.inmotion.ca/,,FP84,,Film,247
CLICK TRACK AUDIO,CLICK TRACK AUDIO,Ottawa Road 17,Ottawa Road 17,Ottawa,ON,K2G 5Y3,K2G 5Y3,,,20180622,http://www.clicktrackaudio.ca/,,FP78,,Film,248
Aventus Films,Aventus Films,,,Ottawa,ON,,,,,20180622,http://www.aventusllc.com/aventusfilms/index.html,,FP169,,Film,249
Barsive Productions,Barsive Productions,,,Ottawa,ON,K1L 5L5,K1L 5L5,613-262-3804,barsive@rogers.com,20180622,http://www.izabelbarsive.com/IB1/HOME.html,,FP189,,Film,250
New Lief Films Inc.,New Lief Films Inc.,,,Ottawa,ON,K1Y 3H2,K1Y 3H2,613-501-6457,devlramsaram@gmail.com,20180622,http://www.newliefstudios.com/#!,,FP221,,Film,251
Big Jump Productions,Big Jump Productions,200-2379 Holly Lane,"200-2379, ln Holly",Ottawa,ON,K1V 7P2,K1V 7P2,613-226-5287,,20180622,https://bigjumpent.com/,,FP181,,"Film,Gaming",252
Amberwood Productions Inc.,Amberwood Productions Inc.,"900 Morrison Drive, suite 100","100-900, prom Morrison",Ottawa,ON,K2H 8K7,K2H 8K7,613-238-4567,info@amberwood.com,20180622,http://amberwoodent.com/,,FP180,,"Film,Gaming",253
Lois Siegel Productions Inc.,Lois Siegel Productions Inc.,1918 Des Epinettes Ave.,"1918, av Des Epinettes",Ottawa,ON,K1C 6P5,K1C 6P5,613-830-2509,lois@siegelproductions.ca,20180622,http://siegelproductions.ca/,,FP904,,"Film,Photography",254
GAPC,GAPC,102-1550 Laperriere Avenue,"102-1550, av Laperriere",Ottawa,ON,K1Z 7T2,K1Z 7T2,613-723-3316,,20180622,http://www.gapcentertainment.com/#,,FP174,,"Film,Recording",255
Precision Video Services,Precision Video Services,1701 Woodward Dr,"1701, prom Woodward",Ottawa,ON,K2C 0R4,K2C 0R4,613-680-7871,,20180622,https://www.pvsonline.ca/,,FP205,,"Film,Recording",256
Atomic Audio,Atomic Audio,2740B Queensview Dr,"2740B, prom Queensview",Ottawa,ON,K2B 2A2,K2B 2A2,613-820-4660,audio@affinityproductions.tv,20180622,http://atomicaudio.tv/,,FP188,,"Film,Recording",257
HOME DVD,HOME DVD,4 Ardagh Gate,,Ottawa,ON,K2L 1N2,K2L 1N2,613-836-9683,support@homedvd.ca,20180622,http://www.homedvd.ca/,,FP108,,"Film,Recording",258
Fuel Industries,Fuel Industries,100 - 7 Hinton Avenue,"100-7, av Hinton",Ottawa,ON,K1Y 4P1,K1Y 4P1,,,20180625,http://www.fuelindustries.com/,,FP503,,Gaming,259
Magmic,Magmic,"126 York Street, 4th floor","126, rue York",Ottawa,ON,K1N 5T5,K1N 5T5,,,20180625,http://www.magmic.com/,,FP515,,Gaming,260
Playbrains,Playbrains,1309 Carling Ave,"1309, av Carling",Ottawa,ON,K1Z 7L3,K1Z 7L3,,,20180625,http://playbrains.com/,,FP506,,Gaming,261
bitHeads Inc.,bitHeads Inc.,1309 Carling Avenue,"1309, av Carling",Ottawa,ON,K1Z 7L3,K1Z 7L3,,,20180625,http://www.bitheads.com/,,FP498,,Gaming,262
Hot Glue Games,Hot Glue Games,205-150 Katimavik Rd,"205-150, ch Katimavik",Ottawa,ON,"K2L 2N2

","K2L 2N2

",613-261-7430,,20180625,http://hotgluegames.com/,,FP4000,,Gaming,263
Arctic Empire,Arctic Empire,207-75 Albert St,"207-75, rue Alber",Ottawa,ON,K1P 5E7,K1P 5E7,,,20180625,http://arcticempire.ca/,,FP496,,Gaming,264
Blackcherry Digital Media Inc.,Blackcherry Digital Media Inc.,346 Richmond Rd,"346, ch Richmond",Ottawa,ON,K2A 0E8,K2A 0E8,613-722-4419,,20180625,http://www.blackcherrydm.com/,,FP499,,Gaming,265
Karman Interactive,Karman Interactive,347 Elgin St,"347, rue Elgin",Ottawa,ON,K2P 1M7,K2P 1M7,,,20180625,http://karmaninteractive.com/,,FP519,,Gaming,266
Smoke Labs,Smoke Labs,400-126 York Street,"400-126, rue York",Ottawa,ON,K1N 5T5,K1N 5T5,,,20180625,http://smokelabs.net/,,FP526,,Gaming,267
Going Loud Studios,Going Loud Studios,42 Crystal Beach Dr,"42, prom Crystal Beach",Ottawa,ON,K2H 5M8,K2H 5M8,,,20180625,goingloudstudios.com/,,FP517,,Gaming,268
Sylien Games,Sylien Games,52 Preston St.,"52, rue Preston",Ottawa,ON,K1R 7N7,K1R 7N7,,,20180625,http://www.sylien.com/,,FP509,,Gaming,269
Snowed In Studios,Snowed In Studios,520-700 Industrial Avenue,"520-700, av Industrial",Ottawa,ON,K1G 0Y9,K1G 0Y9,,,20180625,http://www.snowedin.ca/,,FP508,,Gaming,270
Geerts Roofing,Geerts Roofing,1 Matilda Gate,"1, Mitilda",Ottawa,ON,K0A 2Z0,K0A 2Z0,613-880-1900,bill@geertsroofing.com,20180626,http://www.geertsroofing.com/,,FP454,,Heritage Trades,271
Edward J Cuhaci and Associates Architects Inc,Edward J Cuhaci and Associates Architects Inc,100-171 Slater Street,"100-171, rue Slater",Ottawa,ON,K1P 5H7,K1P 5H7,613-236-7135,info@cuhaci.com,20180626,http://www.cuhaci.com/,,FP436,,Heritage Trades,272
Fridgen Fenestration Ltd.,Fridgen Fenestration Ltd.,1010 Thomas Spratt Place #2,"2-1010, pl Thomas Spratt",Ottawa,ON,K1G 5L5,K1G 5L5,613-247-4700,info@fridgenfenestration.com,20180626,http://www.fridgenfenestration.com/,,FP461,,Heritage Trades,273
Asbex Ltd.,Asbex Ltd.,101-2710 Lancaster Road,"101-2710, chemin Lancaster",Ottawa,ON,K1B 4W8,K1B 4W8,613-228-1080,ottawa@asbex.net,20180626,http://www.asbex.net/,,FP460,,Heritage Trades,274
Mark T. Brandt Architect & Associates,Mark T. Brandt Architect & Associates,102-112 Nelson St,"102-112, rue Nelson",Ottawa,ON,K1N 7R5,K1N 7R5,613-244-2323,info@mtbarch.com,20180626,http://mtbarch.com/,,FP484,,Heritage Trades,275
CSV Consultants Inc,CSV Consultants Inc,1066 Somerset Street West,"1066, rue Somerset Ouest",Ottawa,ON,K1Y 4T3,K1Y 4T3,613-564-8118,info@csv.ca,20180626,http://www.csv.ca/,,FP435,,Heritage Trades,276
Craig Johnson Restoration Ltd.,Craig Johnson Restoration Ltd.,12-1541 Star Top Road,"12-1541, chemin Star Top",Ottawa,ON,K1B 5W5,K1B 5W5,613-744-0945,cjr@gilding-supplies.com,20180626,,,FP465,,Heritage Trades,277
Multi Service Restoration Ltd.,Multi Service Restoration Ltd.,1308 Shillington Ave,"1308, av Shillington",Ottawa,ON,K1Z 8A5,K1Z 8A5,613-728-3799,,20180626,,,FP485,,Heritage Trades,278
Heritage House Millwork,Heritage House Millwork,1425 Cyrville Rd,"1425, chemin Cyrville",Ottawa,ON,K1B 3L7,K1B 3L7,613-736-6776,,20180626,http://hhmillwork.wix.com/hhmillwork,,FP480,,Heritage Trades,279
J. C. Sulpher Construction Ltd.,J. C. Sulpher Construction Ltd.,1525 Sieveright Rd,"1525, chemin Sieveright",Ottawa,ON,K1T 1M5,K1T 1M5,613-726-7715,,20180626,,,FP448,,Heritage Trades,280
Rishworth Stained Glass,Rishworth Stained Glass,153 Preston St,"153, rue Preston",Ottawa,ON,K1R 7P6,K1R 7P6,613-725-1151,prestonandlieff@rogers.com,20180626,,,FP491,,Heritage Trades,281
Vincent Spirito & Sons Ltd,Vincent Spirito & Sons Ltd,"1550 Liverpool Court, Bay 8","8-1550, Liverpool",Ottawa,ON,K1B 4L2,K1B 4L2,613-745-4630,Robert@spirito.ca,20180626,http://www.spirito.ca/,,FP451,,Heritage Trades,282
Ottawa Brass Ltd.,Ottawa Brass Ltd.,17E Enterprise Avenue,"17E, av Enterprise",Ottawa,ON,K2G 0A7,K2G 0A7,613-226-1564,service@ottawabrass.on.ca,20180626,http://www.ottawabrass.on.ca/,,FP452,,Heritage Trades,283
Atkinson Stonecraft Masonry Ltd.,Atkinson Stonecraft Masonry Ltd.,191 Strathcona Avenue,"191, av Strathcona",Ottawa,ON,K1S 1X7,K1S 1X7,613-231-5857,,20180626,,,FP447,,Heritage Trades,284
John G Cooke & Associates,John G Cooke & Associates,200-17 Fitzgerald Road,"200-17, chemin Fitzgerald",Ottawa,ON,K2H 9G1,K2H 9G1,613-226-8718,mailbox@jgcooke.com,20180626,http://www.jgcooke.com/,,FP442,,Heritage Trades,285
Nevado Artistic Plaster Ltd.,Nevado Artistic Plaster Ltd.,22 Cleopatra Drive,"22, prom Cleopatra",Ottawa,ON,K2G 0B3,K2G 0B3,613-228-0743,info@nevadoartisticplaster.ca ,20180626,http://www.nevadoartisticplaster.ca/,,FP453,,Heritage Trades,286
Heritage Grade Architectural Restoration Services,Heritage Grade Architectural Restoration Services,2280 Stevenage Dr,"2280, prom Stevenage",Ottawa,ON,K1G 3W3,K1G 3W3,613-728-3971,ottawa@heritagegrade.com,20180626,http://heritagegrade.com/,,FP462,,Heritage Trades,287
Larivi�re Construction (Ontario) Ltd.,Larivi�re Construction (Ontario) Ltd.,231 Bank St,"231, rue Bank",Ottawa,ON,K2P 1W9,K2P 1W9,613-567-2280,info@lariviereconstruction.com,20180626,http://www.lariviereconstruction.com,,FP449,,Heritage Trades,288
Ottawa Conservation Studio,Ottawa Conservation Studio,2380 Holly Lane,"2380, rle Holly",Ottawa,ON,K1V 7P1,K1V 7P1,613-737-0361,,20180626,,,FP438,,Heritage Trades,289
The Woodturner,The Woodturner,2477 Huntley Rd,"2477, ch Huntley",Ottawa,ON,K2S 1B8,K2S 1B8,613-838-8833,woodturner@live.ca,20180626,http://www.thewoodturnercorp.biz/,,FP494,,Heritage Trades,290
Waverley Construction Co,Waverley Construction Co,306-1827 Woodward Drive,"306-1827, prom Woodward",Ottawa,ON,K2C 0P9,K2C 0P9,613-745-7787,,20180626,,,FP440,,Heritage Trades,291
B. J. Normand Ltd,B. J. Normand Ltd,3200 Swansea Crescent,"3200, crois Swansea",Ottawa,ON,K1G 3W4,K1G 3W4,613-744-8100,estimating@bjnormand.com,20180626,http://www.bjnormand.com/,,FP457,,Heritage Trades,292
E. R. Jonas Building Restoration Ltd,E. R. Jonas Building Restoration Ltd,3717 St. Joseph Blvd,"3717, boul St. Joseph",Ottawa,ON,K1C 1T1,K1C 1T1,613-837-0111,paul@jonasrestoration.com,20180626,http://www.jonasrestoration.com/,,FP475,,Heritage Trades,293
Barry Padolsky & Associates,Barry Padolsky & Associates,377 Dalhousie Street,"377, rue Dalhousie",Ottawa,ON,K1N 9N8,K1N 9N8,613-241-7198,email@padolsky-architects.com,20180626,http://padolsky-architects.com/,,FP434,,Heritage Trades,294
Lowrey's Roofing Specialists,Lowrey's Roofing Specialists,38 Howden Ave,"38, av Howden",Ottawa,ON,K2G 3H6,K2G 3H6,613-225-3900,joe@lowreys.ca,20180626,,,FP455,,Heritage Trades,295
Halsall Associates Ltd,Halsall Associates Ltd,4001-210 Gladstone Avenue,"4001-210, av Gladstone",Ottawa,ON,K2P 0Y6,K2P 0Y6,613-237-2462,ottawa@halsall.com,20180626,http://www.halsall.com/,,FP441,,Heritage Trades,296
J.D. Sanderson Incorporated,J.D. Sanderson Incorporated,437 Catherine Street,"437, rue Catherine",Ottawa,ON,K1R 5T7,K1R 5T7,613-233-9369,info@sandersonroofing.com,20180626,http://www.sandersonroofing.com/,,FP456,,Heritage Trades,297
Denys Builds Designs,Denys Builds Designs,54 Mason Terrace,"54, tsse Mason",Ottawa,ON,K1S 0K9,K1S 0K9,613-236-6516,info@denys.ca,20180626,http://www.denys.ca/,,FP444,,Heritage Trades,298
De Marinis (DMA) Inc.,De Marinis (DMA) Inc.,56 Bentley Ave,"56, av Bentley",Ottawa,ON,K2E 6T8,K2E 6T8,613-226-1550,,20180626,,,FP471,,Heritage Trades,299
Renovatek Construction Inc.,Renovatek Construction Inc.,59-5450 Canotek Road,"59-5450, chemin Canotek",Ottawa,ON,K1J 9G5,K1J 9G5,613-747-4586,info@renovatek.com,20180626,http://www.renovatek.com/,,FP490,,Heritage Trades,300
Jumec Construction Inc.,Jumec Construction Inc.,6 Bexley Place,"6, place Bexley",Ottawa,ON,K2H 8W2,K2H 8W2,613-721-1145,,20180626,https://www.jumec.com/,,FP458,,Heritage Trades,301
Adams & Kennedy - The Wood Source,Adams & Kennedy - The Wood Source,6178 Mitch Owens Road,"6178, chemin Mitch Owens",Ottawa,ON,,,613-822-6800,info@wood-source.com,20180626,http://www.wood-source.com/,,FP467,,Heritage Trades,302
Barry J Hobin. & Associates,Barry J Hobin. & Associates,63 Pamilla Street,"63, rue Pamilla",Ottawa,ON,K1S 3K7,K1S 3K7,613-238-7200,mail@hobinarc.com,20180626,http://www.hobinarc.com,,FP433,,Heritage Trades,303
Engel Construction,Engel Construction,633 Melbourne Ave,"633, av Melbourne",Ottawa,ON,K2A 1W9,K2A 1W9,613-729-6730,engelconstruction@rogers.com,20180626,,,FP476,,Heritage Trades,304
Tangent Building Systems Inc.,Tangent Building Systems Inc.,65 Bentley Avenue,"65, av Bentley",Ottawa,ON,K2E 8B4,K2E 8B4,613-798-8130,info@tangentbuildingsystems.com,20180626,http://www.tangentbuildingsystems.com,,FP459,,Heritage Trades,305
Paranis Construction Inc.,Paranis Construction Inc.,676 Claude St,"676, rue Claude",Ottawa,ON,K1K 2R9,K1K 2R9,613-742-7639,info@paranis.ca,20180626,http://www.paranis.ca/,,FP488,,Heritage Trades,306
Ontario Iron Works Limited,Ontario Iron Works Limited,6933 McKeown Drive,"6933, prom McKeown",Ottawa,ON,K4P 1A2,K4P 1A2,613-821-4011,,20180626,,,FP486,,Heritage Trades,307
Colizza Bruni Architecture,Colizza Bruni Architecture,76 Chamberlain Avenue,"76, av Chamberlain",Ottawa,ON,K1S 1V9,K1S 1V9,613-236-2944,info@colizzabruni.com,20180626,http://www.colizzabruni.com/,,FP437,,Heritage Trades,308
Lari Construction,Lari Construction,84 Dufferin Rd,"84, chemin Dufferin",Ottawa,ON,K1M 2A6,K1M 2A6,613-567-5274,info@lariconstruction.com,20180626,http://lariconstruction.com/,,FP445,,Heritage Trades,309
Cada Constructions Inc,Cada Constructions Inc,854C Boyd Avenue,"854C, av Boyd",Ottawa,ON,K2A 2E1,K2A 2E1,613-238-1835,info@cadacon.ca,20180626,http://www.cadacon.ca/,,FP443,,Heritage Trades,310
Dublin Masonry Inc.,Dublin Masonry Inc.,9 Marwood Court,"9, Marwood",Ottawa,ON,K2J 5G1,K2J 5G1,613-692-4417,,20180626,,,FP474,,Heritage Trades,311
Cohen and Cohen,Cohen and Cohen,92 Bentley Avenue,"92, av Bentley",Ottawa,ON,K2E 6T9,K2E 6T9,613-321-4838,,20180626,http://www.cohenandcohen.com/,,FP446,,Heritage Trades,312
Northern Art Glass Inc.,Northern Art Glass Inc.,955A Gladstone Avenue,"955A, av Gladstone",Ottawa,ON,K1Y 3E5,K1Y 3E5,613-722-4852,info@northernartglass.com,20180626,http://www.northernartglass.com/,,FP463,,Heritage Trades,313
Stained Glass Stuff,Stained Glass Stuff,9-911 Richmond Road,"9-911, chemin Richmond",Ottawa,ON,K2A 0G8,K2A 0G8,613-722-8702,info@stainedglassstuff.com,20180626,http://www.stainedglassstuff.com/,,FP464,,Heritage Trades,314
Barbara Ann Studios,Barbara Ann Studios,179 George St,"179, rue George",Ottawa,ON,K1N 1J8,K1N 1J8,613-850-9378,info@Barbara-Ann-Studios.com,20180627,https://www.barbara-ann-studios.com/,,FP289,,Photography,315
CHANTAL BENOIT PHOTOGRAPHERS,CHANTAL BENOIT PHOTOGRAPHERS,363 Oaklawn Crescent,"363, crois Oaklawn",Ottawa,ON,K4A 3J4,K4A 3J4,613-841-1469,info@chantalbenoit.com,20180627,http://chantalbenoitphotographer.com/,,FP241,,Photography,316
ALAIN G DAGENAIS PHOTOGRAPHER,ALAIN G DAGENAIS PHOTOGRAPHER,1161 Meadowcroft Crescent,"1161, crois Meadowcroft",Ottawa,ON,K1J 1A8,K1J 1A8,613-740-0153,,20180627,http://dagenaisphotographe.com/,,FP227,,Photography,317
JEFF RYAN PHOTOGRAPHY,JEFF RYAN PHOTOGRAPHY,1550 Chatelain Avenue,"1550, av Chatelain",Ottawa,ON,K1Z 5K2,K1Z 5K2,613-599-5363,jeffryan@storm.ca,20180627,https://jeffryan-photography.com/,,FP263,,Photography,318
PHOTOWORKS,PHOTOWORKS,10-1010 Polytek Rd,"10-1010, chemin Polytek",Ottawa,ON,K1J 9H9,K1J 9H9,,,20180627,http://ottawaphotoworks.com/,,FP270,,Photography,319
MARIO P MENARD PROFESSIONAL PHOTOGRAPHER,MARIO P MENARD PROFESSIONAL PHOTOGRAPHER,1856 Cloverlawn Crescent,"1856, crois Cloverlawn",Ottawa,ON,K1J 6V2,K1J 6V2,613-866-7548,info@ottawaportrait.com,20180627,http://ottawaportrait.com/,,FP242,,Photography,320
Ralph Nevins Photography,Ralph Nevins Photography,12 Donnington Pl,"12, place Donnington",Ottawa,ON,K2H 7K8,K2H 7K8,613-829-4154,ralph@nevins.ca,20180627,http://ralph.ca/,http://ralph.ca/,FP715,,Photography,321
10D STUDIO,10D STUDIO,1695 Playfair Drive,"1695, prom Playfair",Ottawa,ON,K1H 8J6,K1H 8J6,613-797-1204,studio@10ds.ca,20180627,http://www.10ds.ca/,,FP234,,Photography,322
ALAN DEAN PHOTOGRAPHY,ALAN DEAN PHOTOGRAPHY,1295 Wellington Street West,"1295, rue Wellington Ouest",Ottawa,ON,K1Y 3B1,K1Y 3B1,613-798-9812,alandean@magma.ca,20180627,http://www.alandeanphotography.com/,,FP253,,Photography,323
ANNEMARIE GRUDEN PHOTOGRAPHY,ANNEMARIE GRUDEN PHOTOGRAPHY,3 Jacqueline Crescent,"3, crois Jacqueline",Ottawa,ON,K2S 1M1,K2S 1M1,613-266-3021,info@amgphoto.com,20180627,http://www.amgphoto.com/,,FP268,,Photography,324
ANGELS & HAKANS PHOTOGRAPHY,ANGELS & HAKANS PHOTOGRAPHY,200-1018 Merivale  Rd,"200-1018, chemin Merivale",Ottawa,ON,K1Z 6A5,K1Z 6A5,613-729-1583,hakan@angelsphotography.com,20180627,http://www.angelsphotography.com/,,FP249,,Photography,325
ANDREW BALFOUR PHOTOGRAPHY,ANDREW BALFOUR PHOTOGRAPHY,115 Holmwood Avenue,"115, av Holmwood",Ottawa,ON,K1S 2P1,K1S 2P1,613-594-5896,balfourphoto@rogers.com,20180627,http://www.balfourphoto.com/,,FP246,,Photography,326
BYFIELD PITMAN PHOTOGRAPHY,BYFIELD PITMAN PHOTOGRAPHY,891 Boyd Ave,"891, av Boyd",Ottawa,ON,K2A 2E2,K2A 2E2,613-742-8873,info@byfieldpitman.com,20180627,http://www.byfieldpitman.com/,,FP245,,Photography,327
CAPITAL SPORTS PHOTO,CAPITAL SPORTS PHOTO,10-1010 Polytek Rd,"10-1010, chemin Polytek",Ottawa,ON,K1J 9H9,K1J 9H9,,,20180627,http://www.capitalsportsphoto.com/,,FP225,,Photography,328
CATTROLL Photography & Videography,CATTROLL Photography & Videography,146 Whernside Terrance,"146, tsse Whernside",Ottawa,ON,K2W 0C6,K2W 0C6,,,20180627,http://www.cattroll.com/,,FP271,,Photography,329
COCHRANE PHOTOGRAPHY INC,COCHRANE PHOTOGRAPHY INC,90 Grosvenor Avenue,"90, av Grosvenor",Ottawa,ON,K1S 4S6,K1S 4S6,,jim@cochranephoto.com,20180627,http://www.cochranephoto.com/cochranelogo.html,,FP281,,Photography,330
COUVRETTE STUDIO,COUVRETTE STUDIO,430 Gladstone Avenue,"430, av Gladstone",Ottawa,ON,K2P 0Z1,K2P 0Z1,,,20180627,http://www.couvrette-photography.on.ca/,,FP247,,Photography,331
DESMARAIS PHOTOGRAPHY,DESMARAIS PHOTOGRAPHY,85 Bronson Ave,"85, av Bronson",Ottawa,ON,K1R 6G7,K1R 6G7,613-793-1976,,20180627,http://www.desmarais-photography.com/,,FP285,,Photography,332
EARL HAVLIN PHOTOGRAPHY,EARL HAVLIN PHOTOGRAPHY,3-124 Breezehill Ave North,"3-124, av Breezehill Nord",Ottawa,ON,K1Y 2H8,K1Y 2H8,613-739-3275,earlhavlin@gmail.com,20180627,http://www.earlhavlin.ca/,,FP284,,Photography,333
St-Amour Fine Art Photography,St-Amour Fine Art Photography,15 RUE DES POIRIERS,15 RUE DES POIRIERS,Cantley,QC,J8V 3R5,J8V 3R5,613-235-0909,luc@execphoto.ca,20180627,http://www.execphoto.ca/,,FP261,,Photography,334
STEPHEN FENN PHOTOGRAPHY,STEPHEN FENN PHOTOGRAPHY,734 Ludgate Court,"734, Ludgate",Ottawa,ON,K1J 8K9,K1J 8K9,613-492-2906,sfenn@fennphotovideo.com,20180627,http://www.fennphotovideo.com/default.aspx?display=text,,FP287,,Photography,335
HARQUAIL PHOTOGRAPHY,HARQUAIL PHOTOGRAPHY,1411 Carling Ave,"1411, av Carling",Ottawa,ON,K1Z 7L6,K1Z 7L6,613-237-4268,,20180627,,,FP286,,Photography,336
ICON IMAGING,ICON IMAGING,41 Rueter St,"41, rue Rueter",Ottawa,ON,K2J 3Z9,K2J 3Z9,613-440-4040,info@iconimaging.ca,20180627,http://www.iconimaging.ca/main.htm,,FP275,,Photography,337
JEROME PHOTOGRAPHY,JEROME PHOTOGRAPHY,166 Crocus Ave,"166, av Crocus",Ottawa,ON,K1H 6E6,K1H 6E6,613-747-0607,care@jeromephotographer.com,20180627,http://www.jeromephotography.com/,,FP262,,Photography,338
STUDIO GR MARTIN,STUDIO GR MARTIN,2080 Old Montreal Road,"2080, chemin Montreal",Ottawa,ON,K4C 1G8,K4C 1G8,613-833-3335,photoinfo@martinphotography.ca,20180627,http://www.martinphotography.ca/,,FP224,,Photography,339
METROPOLIS STUDIO,METROPOLIS STUDIO,88 Riverdale Avenue,"88, av Riverdale",Ottawa,ON,K1S 1R2,K1S 1R2,613-567-5572,marcf@metropolisstudio.com,20180627,http://www.metropolisstudio.com/#/metropolis,,FP280,,Photography,340
MIV PHOTOGRAPHY,MIV PHOTOGRAPHY,597 Byron Ave,"597, av Byron",Ottawa,ON,K2A 4C4,K2A 4C4,613-727-1355,info@mivphotography.com,20180627,http://www.mivphotography.com/,,FP257,,Photography,341
FLEISCHER PHOTOGRAPHY,FLEISCHER PHOTOGRAPHY,728 Parkdale Ave,"728, av Parkdale",Ottawa,ON,K1Y 1J6,K1Y 1J6,,info@ottawawedding.com,20180627,http://ottawawedding.com/,,FP250,,Photography,342
PHILLIPSON & BAUM,PHILLIPSON & BAUM,,,Almonte,ON,K0A 1A0,K0A 1A0,613-219-7352,info@phillipsonbaum.com,20180627,http://www.phillipsonbaum.com/,,FP259,,Photography,343
PHOTOLUX,PHOTOLUX,197 Preston St,"197, rue Preston",Ottawa,ON,K1R 7P8,K1R 7P8,,info@photoluxstudio.com ,20180627,http://www.photoluxstudio.com/,,FP248,,Photography,344
ROY GROGAN PHOTOGRAPHER,ROY GROGAN PHOTOGRAPHER,44-710 Coronation Avenue,"44-710, av Coronation",Ottawa,ON,K1G 4G7,K1G 4G7,613-526-4090,roy@roygrogan.ca,20180627,http://www.roygrogan.ca/profile.htm,,FP288,,Photography,345
SPENCER STUDIO,SPENCER STUDIO,294-C Dalehurst Drive,"294C, prom Dalehurst",Ottawa,ON,K2G 4E4,K2G 4E4,613-226-2079,robin@spencerstudio.com,20180627,http://www.spencerstudio.com/,,FP232,,Photography,346
TECKLES PHOTOGRAPHY INC,TECKLES PHOTOGRAPHY INC,17A Ladouceur St,"17A, rue Ladouceur",Ottawa,ON,K1Y 2S9,K1Y 2S9,613-723-3400,teckles@tecklesphoto.com,20180627,http://www.tecklesphoto.com/3/artist.asp?ArtistID=20727&Akey=89LNVX4M,,FP274,,Photography,347
Dwayne Brown Studio,Dwayne Brown Studio,2583 Severn Avenue,"2583, av Severn",Ottawa,ON,K2B 7V8,K2B 7V8,,studio@dwaynebrown.com,20180627,www.dwaynebrown.com,,FP290,,Photography,348
HEADLIGHT INC,HEADLIGHT INC,100-75 Breezehill Ave North,"100-75, av Breezehill Nord",Ottawa,ON,K1Y 2H6,K1Y 2H6,,,20180627,,,FP283,,Photography,349
MUNN PHOTOGRAPHY,MUNN PHOTOGRAPHY,132 Holland Ave,"132, av Holland",Ottawa,ON,K1Y 0Y2,K1Y 0Y2,,,20180627,,,FP255,,Photography,350
RIDEAU COLOURS DIGITAL PHOTO,RIDEAU COLOURS DIGITAL PHOTO,168 Rideau St,"168, rue Rideau",Ottawa,ON,K1N 5X6,K1N 5X6,,,20180627,,,FP291,,Photography,351
CHERRY HILL PHOTO,CHERRY HILL PHOTO,34-2121 Carling Ave,"34-2121, av Carling",Ottawa,ON,K2A1S3,K2A1S3,,,20180627,,,FP277,,Photography,352
DOIRE PHOTOGRAPHY,DOIRE PHOTOGRAPHY,,,Ottawa,ON,K2B 7S9,K2B 7S9,,melaney@doirephotography.com,20180627,http://doirephotography.com/,,FP233,,Photography,353
ONE LOOK IMAGING,ONE LOOK IMAGING,,,Ottawa,ON,K2S 1B8,K2S 1B8,,info@onelookimaging.com,20180627,http://onelookimaging.com/,,FP269,,Photography,354
BLAKE PHOTOGRAPHY,BLAKE PHOTOGRAPHY,,,Ottawa,ON,K4B 1M5,K4B 1M5,,info@blakephotography.ca,20180627,http://www.blakephotography.ca/#,,FP273,,Photography,355
