OBJECTID,ID,Company,SectorDescription,Address,City,Prov,PC,Telephone,Extension,Telephone2,Fax,Email,WebSite,FullTime,PartTime,Seasonal,Estab,LanguageEN,LanguageFr,LanguageOTHER
290,5947,Seven C's  Children Centre Inc,Non-Profit Organizations,224 Division Street,Welland,Ontario,L3B 4A2,(905) 732-7329,,,,sevencsdaycare@gmail.com,,6,4,,2004,0,0,
291,5948,Grand Taxi LTD,Computer and Internet Service,187 King Street,Welland,Ontario,L3B 3J4,(905) 732-0576,,(905) 348-7997,,,,4,2,3,2001,0,0,
292,5949,4 Your Health,Health and Social Services,947 Niagara Street,Welland,Ontario,L3C 1M5,(905) 714-1907,,,,hleskritt@hotmail.com,,2,4,,2004,0,0,
293,5950,Cool Licks Ice Cream Parlour,"Catering, Restaurants and Food Services",642 King Street,Welland,Ontario,L3B 3L1,(905) 734-7665,,,,coollicks@live.ca,,,,,2004,0,0,
294,5951,Marcel's Variety,Convenience and Variety Stores,278 Lincoln Street,Welland,Ontario,L3B 4N4,(905) 714-0231,,,,,,,,,n/a,0,0,
295,5952,Melna's Service Centre,Automotive,4 Kingsway Street,Welland,Ontario,L3B 3N6,(905) 732-4946,,,,nmelna@cogeco.ca,,3,,,1963,0,0,
296,5953,Mr. Genie Convenience,Convenience and Variety Stores,551 King Street,Welland,Ontario,L3B 3K9,(905) 735-5800,,(289) 823-0215,(905) 735-5999,sbspatel@yahoo.ca,,2,1,,,0,0,
297,5954,Sylvie's,Personal and Household Services,661 Quaker Road,Welland,Ontario,L3C 3H1,(905) 788-9119,,,,,,1,,,2005,0,0,
298,5955,"Shake Shack, The","Catering, Restaurants and Food Services",310 Woodlawn Road,Welland,Ontario,L3C 7N4,(905) 788-0020,,(905) 933-3232,,steveleishman1962@gmail.com,,,5,,2005,-1,0,
299,5956,"Nagy, Brian Heating & Air Conditioning Inc.",Personal and Household Services,247 King Street,Welland,Ontario,L3B 3J9,(905) 714-3570,,,(905) 735-9339,bnagy@sympatico.ca,www.bnagyheating.goldbook.ca,3,,2,1989,0,0,
300,5957,Island InkJet,Retail,545 Niagara Street,Welland,Ontario,L3C1L7,(905) 735-0532,,,,islandinkjet2@bellnet.ca,www.islandinkjet.com,2,2,,2004,0,0,
301,5958,Chelsea Home Furniture,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-3101,,,(905) 735-3101,,,2,2,,2005,0,0,
302,5959,Cafe Mochaccino,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 788-3398,,,,,,,,,n/a,0,0,
303,5960,Niagara Region Provincial Offences Court - Welland,Government Services,445 East Main Street,Welland,Ontario,L3B 5X6,(905) 687-6590,,,,poainfo@niagararegion.ca,www.niagararegion.ca/living/provincial-offences/default.aspx,,,,2001,-1,-1,
304,5961,Niagara Basketball Association,Sports Clubs and Organizations,162 Willson Road,Welland,Ontario,L3C 2T6,(905) 788-0303,,,,Dave.Biggar@niagarabasketballassociation.com,www.leaguelineup.com/niagarabasketballassociation,,,,n/a,0,0,
305,5962,"Burch, Jeff - MPP Constituency Office",Government Services,102- 60 King Street,Welland,Ontario,L3B 6A4,(905) 732-6884,,,(905) 732-9782,JBurch-QP@ndp.on.ca,jeffburch.ontariondp.ca,2,1,,1988,0,0,
306,5963,Lee's Auto Service,Automotive,1005 Ontario Road,Welland,Ontario,L3B 5E5,(905) 735-3822,,,,,www.leesautoservice.ca,4,1,,1970,0,0,
307,5964,Boston Pizza,"Catering, Restaurants and Food Services",934 Niagara Street,Welland,Ontario,L3C 1M3,(905) 714-1647,,,(905) 714-9316,bpwelland@boston-pizza.ca,www.bostonpizza.com,20,30,10,2006,0,0,
308,5965,Hair By Darquise,Personal and Household Services,240 Colbeck Drive,Welland,Ontario,L3B 5N6,(905) 732-5955,,,,,,,,,2006,0,0,
309,5966,Palazzo Salon & Spa,Personal and Household Services,91 East Main Street,Welland,Ontario,L3B 3W5,(905) 735-4025,,,(905)-735-8992,palazzosalon@gmail.com,www.palazzosalon.com,,,,2005,-1,-1,
310,5967,Smartstyle (Regis Co.),Personal and Household Services,102 Primeway Drive,Welland,Ontario,L5N 1P9,(905) 714-1567,,,,,www.smartstyle.com,2,3,,2006,-1,0,
311,5968,Subway,"Catering, Restaurants and Food Services",95 Lincoln Street,Welland,Ontario,L3C 7C3,(905) 714-9402,,(905) 714-9402,,kishor83@hotmail.com,,4,4,4,2005,0,0,
312,5969,Sweet Serenity,Personal and Household Services,197 Windsor Street,Welland,Ontario,L3C 7E3,(905) 736-0058,,,,,,1,,,2004,-1,0,
313,5970,East Side Diner,"Catering, Restaurants and Food Services",268 East Main Street,Welland,Ontario,L3B 3W9,(289) 820-8638,,,,eastsidediner268@gmail.com,,,,,2011,0,0,
314,5971,Pioneer Shop Express,Automotive,90 Lincoln Street,Welland,Ontario,L3C 5J7,(905) 734-8895,,(647) 982-7661,(905) 734-8895,rupheal@hotmail.com,,3,3,1,2005,0,0,
315,5972,Stacy's Creations Photography,Photography/Videography,51 Whiteoak Crescent,Welland,Ontario,L3C 6E5,(905) 321-4770,,,,scphotog1@gmail.com,www.stacyscreationsphotography.com,1,,,2007,0,0,
316,5973,Manulife Securities Inc.,Financial Institutions,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 734-4155,,,(905) 734-4857,,www.wellandfinancialplanner.com,3,,,2003,0,0,
317,5974,Edward Jones Investments,Financial Institutions,447 Niagara Street,Welland,Ontario,L3C 1G1,(905) 714-4313,,,(905) 714-7939,amber.deegan@edwardjones.com,,2,,,2005,0,0,
318,5975,Handlebar Hanks Roadhouse,"Catering, Restaurants and Food Services",30 Rice Road,Welland,Ontario,L3C5Y6,(905) 734-9340,,,,handlebarhanksroadhouse@gmail.com,,15,15,,2006,-1,0,
319,5976,Southside Laundromat,Personal and Household Services,601 Southworth Street,Welland,Ontario,L3B2A2,(905) 741-2289,,,,,southsidelaundromat.business.site,,,,,0,0,
320,5977,Arc Force Inc.,Manufacturing,472 River Road,Welland,Ontario,L3B 5N4,(905) 734-4488,,(800) 380-4489,(905) 734-1963,info@arcforce.com,www.arcforce.com,,,,n/a,0,0,
321,5978,Boardmaster Hardwood & Trim,Interior and Exterior Design,54 Vixon Crescent,Welland,Ontario,L3C 6P4,(905) 714-3860,,(905) 735-1504,,boardmasterhardwood@gmail.com,,,,,n/a,0,0,
322,5979,Bee Line Signs,Marketing Services,120 Shaw Street,Welland,Ontario,L3B 5X8,(905) 735-7493,,,(905) 735-6883,beelinesigns@cogeco.net,www.beelinesigns.ca/Home.aspx,4,,,1979,0,0,
323,5980,"Co-operators, The",Insurance and Insurance Adjusters,589 South Pelham Road,Welland,Ontario,L3C 3C7,(905) 735-0652,,,(905) 732-0281,cooperators_welland@cooperators.ca,,2,,,n/a,-1,0,
324,5981,Dolan Enterprises Ltd.,Construction and Construction Equipment,918 Southworth Street,Welland,Ontario,L3B 2A5,(905) 732-6620,,,(905) 732-2064,dolanenterprises@cogeco.net,www.dolanenterprises.ca,6,2,,1996,0,0,
325,5982,Welland Glass & Entrances Inc.,Construction and Construction Equipment,440 Niagara Street,Welland,Ontario,L3C1L5,(905) 734-9228,,(866) 450-4527,(905) 734-6998,info@wellandglass.com,www.wellandglass.com,5,,,2003,-1,0,
326,5983,Granite Innovations Inc.,Manufacturing,28 Clark Street,Welland,Ontario,L3B 5W6,(905) 732-7044,,(905) 329-7044,(905) 732-9108,frank.ieraci@graniteinnovations.com,www.graniteinnovations.com,4,,,2004,-1,0,
327,5984,SLM Recycling - Welland,Manufacturing,555 Brown Road,Welland,Ontario,L3B5P2,(905) 714-4000,,,(905) 732-9338,,slmarketing.ca,25,,,2012,0,0,
328,5985,Performance ATV & Leisure,Amusement and Recreation,4444 Miller Road,Welland,Ontario,L3B 5N7,(905) 788-2612,,,,brianszenasi@hotmail.com,,3,,,,0,0,
329,5986,Lily's Cuisine,"Catering, Restaurants and Food Services",824 East Main Street,Welland,Ontario,L3B 3Y9,(905) 732-9759,,(905) 732-9798,,,,2,,,2006,0,0,
330,5987,West Main Community Pharmacy,Health and Social Services,5-154 West Main Street,Welland,Ontario,L3C 5A2,(905) 735-0600,,,(905) 735-9600,,,1,2,,2007,0,0,
331,5988,Golden Brothers Sports Bar,"Catering, Restaurants and Food Services",21 Southworth Street,Welland,Ontario,L3B 5E5,(905) 734-1715,,,,,,,,,,0,0,
332,5989,Kim's Nails & Spa,Personal and Household Services,572 Niagara Street,Welland,Ontario,L3C 1L8,(905) 714-3330,,,,,,2,,2,2010,-1,0,
333,5990,Cafe Alla Moose,"Catering, Restaurants and Food Services",66 Division Street,Welland,Ontario,L3B 3Z6,(905) 714-1566,,,,,,,,,2007,0,0,
334,5991,LV Nails,Personal and Household Services,95 Lincoln Street,Welland,Ontario,L3C 7C3,(905) 735-2716,,,,,,,,,,0,0,
335,5992,"Damude, Carl Limited / Damude's Office Pro",Retail,111 Division Street,Welland,Ontario,L3B 5R5,(905) 735-0770,,(800) 463-6290,(905) 735-9961,sales@damude.on.ca,www.damudesofficepro.ca,9,,,1964,0,0,
336,5993,Jeff's Bowl-O-Rama,Amusement and Recreation,968 Niagara Street,Welland,Ontario,L3C 1M6,(905) 732-7112,,,(905) 892-7896,jeffsbowlorama@gmail.com,www.jeffsbowlorama.com,3,3,6,1959,0,0,
337,5994,La Boite A Soleil,Education Services,674 Tanguay Avenue,Welland,Ontario,L3B6B2,(905) 735-1840,,,(905) 735-1828,info@laboiteasoleil.ca,www.laboiteasoleil.ca,,,,1982,0,-1,
338,5995,Broadway Custom Upholstery & Drapery,Retail,572 Niagara Street,Welland,Ontario,L3C 6T8,(905) 735-1320,,,(905) 735-1320,info@broadwayupholstery.ca,broadwayupholstery.ca,2,4,,1974,-1,0,
339,5996,DJB Chartered Professional Accountants,Accountants,171 Division Street,Welland,Ontario,L3B 5N9,(905) 735-2140,,,(905) 735-4706,welland@djb.com,www.djb.com,18,1,4,1962,-1,-1,
340,5997,Ensign Electronic Alarm Systems Ltd.,Security,50 Division Street,Welland,Ontario,L3B 3Z6,(905) 732-0363,,,(905) 732-0146,gordlance@ensignalarms.com,www.ensignalarms.com,10,3,,1984,0,0,
341,5998,"Pietz, Bob Heating",Construction and Construction Equipment,402 Niagara Street,Welland,Ontario,L3C 1L2,(905) 732-5204,,,(905) 788-3550,bpietz@cogeco.ca,,4,,,1965,0,0,
342,5999,Indexable Cutting Tools,Manufacturing,66 Clark Street,Welland,Ontario,L3B 5W6,(905) 735-8665,,,(905) 735-5427,info@indexable.com,www.indexable.com,24,,,1965,0,0,
343,6000,Country Corner Market,Retail,686 Quaker Road,Welland,Ontario,L3C 3H4,(905) 892-4227,,(877) 5-SAUSAGE,(905) 892-7956,info@countrycorner.ca,www.countrycorner.ca,7,8,3,1994,0,0,
344,6001,Health Wise,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-4490,,,(905) 735-9461,health@healthwiseonline.com,www.healthwiseonline.com,2,6,,1989,0,0,
345,6002,Besma Dental and Medical Aesthetic Centre,Health and Social Services,167 Riverside Drive,Welland,Ontario,L3C5E1,(905) 734-9214,,,(905) 734-9878,warkaa2000@yahoo.com,dentistwelland.com,10,3,,2003,-1,-1,
346,6003,Shoppers Drug Mart #795,Pharmacies,825 Ontario Road,Welland,Ontario,L3B 5V6,(905) 788-2111,,(905) 788-2112,,asdm795@shoppersdrugmart.ca,www.shoppersdrugmart.ca,20,16,,1975,0,0,
347,6004,McDonald's Restaurant,"Catering, Restaurants and Food Services",102 Primeway Drive,Welland,Ontario,L3B0A1,(905) 732-2307,,,(905) 732-0816,mcd3662@aol.com,,14,,,1994,0,0,
348,6005,"Cineplex Odeon, Seaway Cinemas",Amusement and Recreation,800 Niagara Street,Welland,Ontario,L3C 1M3,(905) 735-5286,,,(905) 735-4969,thr7206@cineplex.com,www.cineplex.com,,15,,1977,0,0,
349,6006,Meridian Credit Union Limited,Financial Institutions,610 Niagara Street,Welland,Ontario,L3C 1L8,(905) 732-7372,,,(905) 732-2558,,www.meridiancu.ca,12,5,,1945,0,0,
350,6007,Joli's Dance Studio,Sports Clubs and Organizations,358 Riverside Drive,Welland,Ontario,L3C 5E5,(905) 735-7221,,,(905) 732-7221,jds-fpb@on.aibn.com,www.fallspremierball.com,4,,,1983,0,0,
351,6008,International Trading Company,Computer and Internet Service,136 West Main Street,Welland,Ontario,L3C5A2,(905) 788-3577,,,,info@itcwebdesigns.com,,1,,,1990,0,0,
352,6009,Mancuso Dentistry Professional,Health and Social Services,547 Thorold Road,Welland,Ontario,L3C 3W9,(905) 734-9901,,,(905) 734-9993,tmancuso@cogeco.ca,,10,,,1985,0,0,
353,6010,Mason Insurance Brokers Limited,Insurance and Insurance Adjusters,317 King Street,Welland,Ontario,L3B 5P4,(905) 788-3535,,(800) 563-1641,(905) 788-9202,info@masoninsurance.ca,www.masoninsurance.ca,15,,,1919,0,0,
354,6011,Nicole Henderson Professional Corporation CPA,Accountants,138 East Main Street,Welland,Ontario,L3B3W6,(905) 734-6303,,,(905) 734-6813,toni@nicolehendersoncpa.ca,www.nicolehendersoncpa.ca,3,,,,-1,0,
355,6012,Molly Maid,Personal and Household Services,,Welland,Ontario,,(905) 788-3790,,(905) 384-2824,,mollymaidwendy@cogeco.ca,,11,5,,1986,0,0,
356,6013,Niagara Peninsula Homes Inc  (NPH),Property Management,41 Victoria Street,Welland,Ontario,L3B4L7,(905) 788-0166,,,(905) 788-9105,babaker@nphcr.ca,www.nphcr.ca,54,,,1978,0,0,
357,6014,Northend Mobility,Automotive,301 Aqueduct Street,Welland,Ontario,L3C 1C9,(905) 735-5552,,,(905) 735-9303,northendmobility@cogeco.net,www.northend-mobility.com,3,1,,1991,0,0,
358,6015,Hill Boles Automotive,Automotive,26 Thorold Road,Welland,Ontario,L3C 3T4,(905) 734-7467,,(905) 734-7468,,bart@hillbolesauto.com,www.hillbolesauto.com,12,10,,1956,0,0,
359,6016,Peninsula Glass Inc.,Construction and Construction Equipment,1073 Niagara Street,Welland,Ontario,L3C1M5,(905) 735-2901,,,(905) 735-2724,peninsulaglass@bellnet.ca,www.peninsulaglass.ca,15,,,1970,-1,0,
360,6017,Peninsula Saw Co. Ltd.,Manufacturing,360 Netherby Road,Welland,Ontario,L3B 5P7,(905) 735-2774,,,(905) 735-6786,info@peninsulasaw.com,www.peninsulasaw.com,50,,,1975,0,0,
361,6018,Pylypuk & Associates,Legal Services,80 King Street,Welland,Ontario,L3B5R4,(905) 735-2300,,,(905) 735-9230,awpylypuk@pylypuk.com,www.pylypuk.com,3,1,,1982,-1,-1,
362,6019,Reuter & Reilly Insurance Brokers Ltd.,Insurance and Insurance Adjusters,515 Niagara Street,Welland,Ontario,L3C 1L7,(905) 732-2418,,(866) 844-7144,(905) 788-3893,info@reuter.on.ca,reuter.on.ca,7,3,,1995,0,0,
363,6020,Welland Hydro-Electric System Corp.,Utilities,950 East Main Street,Welland,Ontario,L3B 5P6,(905) 732-1381,,,(905) 732-0123,csr@wellandhydro.com,www.wellandhydro.com,41,,4,1913,0,0,
364,6021,Canal City Dental,Health and Social Services,136 East Main Street,Welland,Ontario,L3B 3W6,(905) 788-9166,,,(905) 788-9466,CanalCity@teethfirstdental.com,www.canalcitydental.com,9,13,,1988,0,0,
365,6022,Welland Toyota,Automotive,894 Niagara Street,Welland,Ontario,L3C 1M3,(905) 788-2200,,,(905) 788-9533,ftrivieri@welland.toyota.ca,www.wellandtoyota.ca,26,,,2009,0,0,
366,6023,Youngs Insurance Brokers Inc.,Insurance and Insurance Adjusters,55 East Main Street,Welland,Ontario,L3B 3W4,(905) 735-7212,,(800) 789-0096,(905) 788-1533,youngs@youngsinsurance.ca,www.youngsinsurance.ca,23,1,,1980,0,0,
367,6024,Advanced Motor Technologies,Manufacturing,36 Clark Street,Welland,Ontario,L3B 5W6,(905) 734-8410,,,,info@advanced-motor.com,www.advanced-motor.com,2,,,1990,0,0,
368,6025,"Flett Beccario, Barristers & Solicitors",Legal Services,190 Division Street,Welland,Ontario,L3B 5P9,(905) 732-4481,237,(905) 734-4370,(905) 732-2020,flett@flettbeccario.com,www.flettbeccario.com,25,2,,1919,0,0,
369,6026,Lift Line Machinery Ltd.,Construction and Construction Equipment,495 Prince Charles Drive,Welland,Ontario,L3B 5X1,(905) 788-0971,,(800) 461-3901,(905) 788-2557,info@liftline.ca,www.liftline.ca,35,,,1979,-1,0,
370,6027,Welland/Pelham Chamber Of Commerce,Non-Profit Organizations,32 East Main Street,Welland,Ontario,L3B 3W3,(905) 732-7515,,,(905) 732-7175,shannon@wellandpelhamchamber.com,www.wellandpelhamchamber.com,3,,2,1889,-1,0,
371,6028,"Frith, William V.",Legal Services,152 Hellems Avenue,Welland,Ontario,L3B 5R5,(905) 735-7582,,,(905) 735-0093,wvflaw@hotmail.com,,2,,,1978,-1,0,
372,6029,Rose City Chrysler Dodge Jeep Ltd.,Automotive,916 Niagara Street,Welland,Ontario,L3C1M3,(905) 788-2035,,,(905) 788-3470,admin@rosecitychrysler.com,www.rosecitychrysler.com,28,2,,2006,0,0,
373,6030,Goodman-Brown Machine & Marine Ltd.,Manufacturing,924 Southworth Street,Welland,Ontario,L3B 2A5,(905) 732-7332,,(905) 732-3136,(905) 732-5212,goodmanbrown@on.aibn.com,,8,2,,1963,0,0,
374,6031,Winoa Canada Inc.,Manufacturing,650 Rusholme Road,Welland,Ontario,L3B 5R4,(905) 735-4691,277,,(905) 735-8573,Jeff.Glaser@Wabrasives.com,www.wabrasives.com,60,,3,1977,-1,0,
375,6032,Royal Bank of Canada,Financial Institutions,41 East Main Street,Welland,Ontario,L3B 5P4,(905) 735-7910,,,(905) 735-7103,,www.royalbank.com,7,2,,1987,-1,-1,
376,6033,Doral Holdings Limited,Property Management,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0697,,(905) 734-9900,(905) 735-5422,smb@seawaymall.com,www.seawaymall.com,24,18,,1975,0,0,
377,6034,Welland Metal Supplies Ltd. / Welland Plumbing Ltd.,Manufacturing,208 Burgar Street,Welland,Ontario,L3B 2T4,(905) 732-4457,,,(905) 732-6220,wellandplumbing208@gmail.com,,13,,,1991,-1,0,
378,6035,BCM Insurance (Bertie & Clinton Mutual) Company,Insurance and Insurance Adjusters,1003 Niagara Street,Welland,Ontario,L3B1M5,(905) 735-1234,,(800) 263-0494,(905) 734-3244,mail@bertieandclinton.com,www.bcminsurance.com,31,2,,1880,-1,-1,
379,6036,Niagara's Classic Rock 91.7 Giant FM,Media,860 Forks Road,Welland,Ontario,L3B 5R6,(905) 732-4433,,,(905) 732-4780,info@giantfm.com,www.giantfm.com,17,4,1,1957,0,0,
380,6037,Bosch Rexroth Canada,Manufacturing,490 Prince Charles Drive South,Welland,Ontario,L3B 5X7,(905) 735-0510,,,(905) 735-5646,info@boschrexroth.ca,www.boschrexroth.ca,220,,,1961,0,0,
381,6038,"Bellantino, Vincent Law Office",Legal Services,8 East Main Street,Welland,Ontario,L3B 3W3,(905) 788-3881,,,(905) 788-3885,,,2,,,1989,0,0,
382,6039,Niagara College Job Centre,Education Services,100 Niagara College Boulevard,Welland,Ontario,L3C 7L3,(905) 735-2211,7777,,(905) 988-4303,ncemploymentsupport@niagaracollege.ca,www.niagaracollege.ca,10,3,,1967,-1,0,
383,6040,Coins Unlimited,Retail,620 Niagara Street,Welland,Ontario,L3C1L8,(905) 788-0376,,,(289) 820-6437,service@coinsunlimited.ca,www.coinsunlimited.ca,4,4,,1980,0,0,
384,6041,Cox Home & Garden Centre (Home Hardware),Retail,693 South Pelham Road,Welland,Ontario,L3C 3C9,(905) 734-9641,,,(905) 734-7720,,,25,3,4,1970,0,0,
385,6042,H.L. Cudney Funeral Home Inc.,Funeral Services,241 West Main Street,Welland,Ontario,L3C 5A4,(905) 735-1414,,(866) 672-1414,(905) 735-1415,cudney@vaxxine.com,www.cudneyfuneralhome.com,6,3,,1934,0,0,
386,6043,Drapery Work Room,Interior and Exterior Design,50 King Street,Welland,Ontario,L3B 3H9,(905) 788-0711,,,(905) 788-0499,janehodgson2000@hotmail.com,,4,,,1985,0,0,
387,6044,M.T. Bellies,"Catering, Restaurants and Food Services",871 Niagara Street,Welland,Ontario,L3C 6Y1,(905) 788-9474,,,(905) 788-9488,clarkie@mtbellies.com,www.mtbellies.com,25,40,,1993,0,0,
388,6045,Ken Nash Paint & Wallpaper Ltd.,Retail,212 East Main Street,Welland,Ontario,L3B 3W8,(905) 788-1911,,(905) 788-1912,(905) 788-3803,sales@kennashpaint.on.ca,,4,,,1979,-1,0,
389,6046,J.J. Patterson & Sons Funeral Residence,Funeral Services,19 Young Street,Welland,Ontario,L3B 4C5,(905) 735-5713,,,(905) 735-2877,jjpatterson@arbormemorial.com,www.jjpatterson.ca,6,5,,1874,0,0,
390,6047,Plante Renovations,Interior and Exterior Design,30 Garner Avenue,Welland,Ontario,L3B 2X7,(905) 734-4833,,,(905) 734-3064,,,3,5,2,1988,0,0,
391,6048,Dr. Ralph Saari Optometry,Health and Social Services,20 Cross Street,Welland,Ontario,L3B 3G1,(905) 735-7035,,,(905) 735-7037,eyedoctorwelland@yahoo.ca,drralphsaarion.business.site,2,2,,1975,0,0,
392,6049,"Chiropractic Clinic, The",Health and Social Services,397 Thorold Road,Welland,Ontario,L3C 3W4,(905) 732-4464,,,(905) 732-4465,chad_minor@hotmail.com,,2,,,2002,-1,0,
393,6050,Taylor Chiropractic Offices,Health and Social Services,250 Division Street,Welland,Ontario,L3B 4A4,(905) 734-4515,,,(905) 735-0544,drtaylor1@cogeco.ca,www.taylorwellness.ca,3,1,,1953,0,0,
394,6051,Ward Industrial Equipment Ltd.,Manufacturing,123 Victoria Street,Welland,Ontario,L3B4L9,(905) 732-7591,,,(905) 732-3310,info@ward.ca,www.ward.ca,10,1,1,1965,0,0,
395,6052,Cardinal Lakes Golf Club,Sports Clubs and Organizations,105 South Pelham Road,Welland,Ontario,L3B 5N8,(905) 788-1676,,,(905) 788-4050,info@cardinallakesgolf.com,,1,,48,1993,0,0,
396,6053,United Way of South Niagara,Non-Profit Organizations,63 Church Street,St. Catharines,Ontario,L2R3C4,(905) 688-5050,,,(905) 688-2997,info@unitedwayniagara.org,www.unitedwayniagara.org,19,,,1964,-1,0,
397,6054,Niagara College Canada,Education Services,100 Niagara College Boulevard,Welland,Ontario,L3C 7L3,(905) 735-2211,,(905) 641-2252,(905) 736-6004,info@niagaracollege.ca,www.niagaracollege.ca,526,,,1967,-1,0,
398,6055,Goodwill Niagara,Non-Profit Organizations,572 Niagara Street,Welland,Ontario,L3C 6T8,(905) 714-7953,,,(905) 714-7954,info@goodwillniagara.com,www.goodwillniagara.com,6,12,,1998,0,0,
399,6056,Procon Constructors Inc.,Construction and Construction Equipment,401 Enterprise Drive,Welland,Ontario,L3B 6H8,(905) 732-0322,,,(905) 732-3778,procon@procon.ca,www.procon.ca,75,,,1995,0,0,
400,6057,Rexall Pharmacy and Home Health Care,Pharmacies,325 Thorold Road,Welland,Ontario,L3C3W4,(905) 732-1663,,(905) 732-4456,(905) 732-0947,rhenderson@rexall.ca,www.rexall.ca,52,12,,1911,0,0,
401,6058,Big Brothers Big Sisters of South Niagara Inc.,Non-Profit Organizations,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0570,,,(905) 735-2122,admin.southniagara@bigbrothersbigsisters.ca,www.bbbsinniagara.ca,6,,,1964,-1,0,
402,6059,Adams & Leduc Law Office,Legal Services,800 Niagara Street,Welland,Ontario,L3B 5Y5,(905) 735-0181,,,(905) 735-6263,mail@adamsleduc.com,www.adamsleduc.com,2,,,1975,0,0,
403,6060,R. Tisi Professional Corporation,Accountants,707 East Main Street,Welland,Ontario,L3B 3Y5,(905) 788-2030,,(877) 788-2030,(905) 788-3126,ray@rtisi.ca,www.rtisi.ca,2,1,,1996,-1,0,
404,6061,King Prior Financial Services Inc.,Financial Institutions,707 East Main Street,Welland,Ontario,L3B 3Y5,(905) 788-9966,,,(905) 788-3343,king.prior@clarica.com,,4,1,,1993,0,0,
405,6062,Silvestri Sports Ltd.,Retail,68 West Main Street,Welland,Ontario,L3C 4Z9,(905) 788-3722,,,(905) 788-9551,shawn@ssbrandit.com,www.ssbrandit.com,2,1,,1986,-1,-1,
406,6063,Central Communications,Call Centres,50 Division Street,Welland,Ontario,L3B 3Z6,(905) 682-2095,,,(905) 732-0146,info@centralcommunications.ca,www.centralcommunications.ca,10,2,,1992,0,0,
407,6064,Premier Engines,Manufacturing,54 Clark Street,Welland,Ontario,L3B 5W6,(905) 788-3305,,,(905) 788-3833,peter.stevens@premierengines.com,,5,1,,1990,0,0,
408,6065,Myles Calvert and Son Builders and Renovators,Construction and Construction Equipment,62 Pine Street,Welland,Ontario,L3C 4G1,(905) 401-1433,,,(905) 734-1600,mylescalvert@sympatico.ca,www.mylescalvertandson.com,3,1,1,1978,0,0,
409,6066,Welland Development Commission,Government Services,60 East Main Street,Welland,Ontario,L3B 3X4,(905) 735-1700,2111,(800) 735-3771,(905) 735-1543,lina.dechellis@welland.ca,www.madeinwelland.ca,3,,0,1963,0,0,
410,6067,Shoppers Drug Mart,Pharmacies,595 South Pelham Road,Welland,Ontario,L3C 3C7,(905) 735-5644,,,(905) 732-6257,ssdm1194@shoppersdrugmart.ca,,13,17,,1986,0,0,
411,6068,Shoppers Drug Mart,Pharmacies,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-7525,,,(905) 735-4255,ssdm793@shoppersdrugmart.ca,,24,26,,1975,0,0,
412,6069,CRS Specialties Inc.,Manufacturing,72 Clark Street,Welland,Ontario,L3B 5W6,(905) 734-3858,,,(905) 734-3193,info@crsspecialties.com,www.crsspecialties.com,5,1,,1992,0,0,
413,6070,Prime Way Group,Wholesale Trade,125 Hagar Street,Welland,Ontario,L3B 5V9,(905) 380-5445,,,(905) 732-3789,kcumming@primewaycompanies.com,,30,10,,1987,0,0,
414,6071,Billyard Insurance Group,Insurance and Insurance Adjusters,38 East Main Street,Welland,Ontario,L3B3W3,(855) 843-1570,,,(866) 540-6870,contact@thebig.ca,www.thebig.ca,10,1,,1985,0,0,
415,6072,FirstOntario Credit Union,Financial Institutions,840 Niagara Street,Welland,Ontario,L3C 1M3,(905) 732-3322,,(905) 732-0978,(905) 732-0095,,www.firstontario.com,7,2,2,2000,0,0,
416,6073,Glavac Financial Planning Services,Financial Institutions,75 Lincoln Street,Welland,Ontario,L3C 5J3,(905) 788-1356,,(877) 212-2680,(905) 788-3433,info@glavacfinancial.com,www.glavacfinancial.com,4,,,1986,0,0,
417,6074,Burkholder Auto Network Ltd.,Automotive,180 Fitch Street,Welland,Ontario,L3C 4V8,(905) 735-2277,,,(905) 735-0048,Burkautonet@gmail.com,www.burkauto.com,4,,,1999,0,0,
418,6075,Rose City Pizzeria,"Catering, Restaurants and Food Services",473 Thorold Road,Welland,Ontario,L3C 3W7,(905) 788-1441,,(905) 735-6000,,,,5,,,1988,0,0,
419,6076,Welland Mustangs Minor Baseball Association,Sports Clubs and Organizations,27 Woodgate Drive,Welland,Ontario,L3C 3H5,(905) 714-1590,,,,baseball@ndba.ca,www.wellandminorbaseball.ca,,,,1969,0,0,
420,6077,Central United Church,Non-Profit Organizations,12 Young Street,Welland,Ontario,L3B 4C4,(905) 735-2333,,,(905) 735-2337,centralunitedwelland@bellnet.ca,www.centralunitedchurch.org,1,6,,1862,-1,0,
421,6078,Community Support Services of Niagara,Health and Social Services,800 Niagara Street,Welland,Ontario,L3B5Z4,(905) 788-3181,,,(905) 788-3182,cssnwelland@cssn.ca,www.cssn.ca,4,22,,1967,-1,-1,
