BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
"QUEST, THE",19000101,0006772,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,2005072,0,20050608,0,20171231,1,               ,RETAIL,0,2005072,20170101
SUBWAY - CASCADE PLAZA,19000101,0006773,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20050411,0,20050125,0,20171231,1,               ,RESTAURANT - FAST FOOD,0,20050411,20170101
SMITH MECHANICAL CONTRACTOR,19000101,0006779,1,           ,152,EAGLE CRES,001124,                     ,                     ,27~29,58,3939JK,               ,               ,               ,               ,               ,               ,20050812,0,20050718,0,20171231,1,               ,CONTRACTOR/PLUMBING,0,20050812,20170101
TOLOCO VENTURES,19000101,0006796,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20051005,0,20050725,0,20171231,1,               ,TRAVEL AGENCY,0,20051005,20170101
CARMANNAH MARBLE & TILE,20100414,0006798,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20051005,0,20051005,0,20101231,1,               ,TILE SETTER,0,20100414,20100414
RICKY'S ALL DAY GRILL,19000101,0000002R,1,           ,333,BANFF AVE,000255,                     ,                     ,                     ,13,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20110101,20170101
BANFF PARK LODGE,19000101,0000074R,1,           ,201,LYNX ST,000813,                     ,                     ,15~23,A,VARIOUS,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
FAIRMONT BANFF SPRINGS,19000101,0000084R,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT + RETAIL +  BOWLING + GUIDING,0,20040101,20170101
MOUNT ROYAL HOTEL - TOQUE CANADIAN PUB,19000101,0000164R,1,           ,138,BANFF AVE,000030,                     ,                     ,13~19,2,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,20170501,20170406
DELTA BANFF ROYAL CANADIAN LODGE,19000101,0000180R,1,           ,459,BANFF AVE,000368,                     ,                     ,23~26,19,1211HU,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
DOUGLAS FIR RESORT & CHALETS,19000101,0000209R,1,           ,           ,TUNNEL MOUNTAIN RD,000792,                     ,                     ,                     ,Z,8422HK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,WATER SLIDE,0,20040101,20170101
THE WILDFIRE GRILL,19000101,0000287R,1,           ,600,BANFF AVE,000593,                     ,                     ,                     ,AR,358JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
HI - BANFF ALPINE CENTRE,19000101,0000398R,1,           ,           ,HIDDEN RIDGE WAY,001180,                     ,                     ,                     ,DU,8111477,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
THE MEATBALL PIZZA & PASTA,19000101,0000429R,1,           ,337,BANFF AVE,000258,                     ,                     ,5~7,                     ,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
BANFF VOYAGER INN - RESTAURANT,19000101,0000585R,1,           ,555,BANFF AVE,000633,                     ,                     ,13,36,1163CD,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170119
CARLITO'S PIZZERIA,19000101,0000902R,1,           ,501,BANFF AVE,000555,                     ,                     ,1~3,28,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
BEAVER EAST,19000101,0001333R,1,           ,433,BANFF AVE,000403,                     ,                     ,12,20,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
IMAGINE WIRELESS,19000101,0002880,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20061205,0,20061123,0,20171231,1,               ,RETAIL,0,20060701,20170101
BUFFALO MOUNTAIN LODGE,19000101,0000132R,1,           ,           ,TUNNEL MOUNTAIN RD,000789,                     ,                     ,                     ,Y,8422HK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
FLYING PIGS CURBSIDE RECYCLING,19000101,0002891,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20070118,0,20070114,0,20171231,1,               ,RECYCLING SERVICE,0,20111019,20170101
BENEFIT FITNESS,19000101,0002899,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20070216,0,20070209,0,20171231,1,               ,FITNESS CONSULTING,0,20070315,20170313
TREE DYNAMICS / SHAKOTKO ENTERPRISES,19000101,0002900,1,           ,12,FAIRHOLME PL,001377,                     ,                     ,12,R29,9911211,               ,               ,               ,               ,               ,               ,20070226,0,2007013,1,20171231,1,               ,PROJECT MANAGEMENT SERVICES,0,20070101,20170313
"GROTTO SPA, THE",19000101,0002906,1,           ,459,BANFF AVE,000368,                     ,                     ,23~26,19,1211HU,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,MASSAGE THERAPY,0,20040101,20170101
HARRIS STEEL SERVICES LIMITED,19000101,0002912,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150121,0,20150121,0,20171231,1,               ,STEEL CONTRACTOR,0,20150201,20170101
ALLIED PROJECTS,19000101,0002924,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20151001,0,20151001,0,20171231,1,               ,ELECTRICAL CONTRACTOR,0,20151001,20170101
BOW VALLEY LAUNDRY,19000101,0002963,1,           ,150,EAGLE CRES,001126,                     ,                     ,33,58,7810719,               ,               ,               ,               ,               ,               ,20071012,0,2007071,0,20171231,1,               ,LAUNDRY SERVICE,0,20071101,20170101
GAP YEAR CANADA,19000101,0002980,1,           ,131,OWL ST,001219,                     ,                     ,4&5,60,3939JK,               ,               ,               ,               ,               ,               ,20080225,0,20071001,0,20171231,1,               ,SERVICE,0,20071001,20170313
LEADER SERVICE & RENOVATIONS,19000101,0002897,1,           ,149,EAGLE CRES,001138,11,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20070207,0,20070131,0,20171231,1,               ,CONTRACTOR,0,20070101,20170101
BANFF TEA CO.,19000101,0002922,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20070508,0,20070306,0,20171231,1,               ,RETAIL,0,20070515,20170101
ATMOSPHERE,19000101,0002929,1,           ,138,BANFF AVE,000030,                     ,                     ,13~19,2,6719BC,               ,               ,               ,               ,               ,               ,20070522,0,20070509,0,20171231,1,               ,RETAIL,0,20170414,20170413
F&J PAINTING,19000101,0002932,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20070523,0,20070523,0,20171231,1,               ,PAINTING CONTRACTOR,0,20070523,20170101
MJ DUST BUSTERS,19000101,0002911,1,           ,128,EAGLE CRES,001122,                     ,                     ,15,58,3939JK,               ,               ,               ,               ,               ,               ,20070327,0,20070321,0,20171231,1,               ,COMMERCIAL CLEANING SERVICE,0,20070401,20170101
BLUEBIRD CONTRACTING SERVICES,19000101,0002913,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150825,0,20150825,0,20171231,1,               ,CONTRACTOR,0,20150825,20170101
ORANGE GIRL PHOTOGRAPHS,19000101,0002971,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20071012,0,20070823,0,20171231,1,               ,PHOTOGRAPHY,0,20070823,20170101
CHILI'S GRILL & BAR,19000101,0002949R,1,           ,461,BANFF AVE,000369,                     ,                     ,27~30,19,1211HU,               ,               ,               ,               ,               ,               ,20070628,0,20070623,0,20171231,1,               ,RESTAURANT,0,20070701,20170101
TRU-CRAFT ROOFING,19000101,0002950,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20070628,0,20070628,0,20171231,1,               ,CONTRACTOR,0,20081015,20170101
WILLOCK & SAX GALLERY,19000101,0002953,1,           ,210,BEAR ST,000132,                     ,                     ,26,6,6719BC,               ,               ,               ,               ,               ,               ,20070615,0,20070518,0,20171231,1,               ,ART GALLERY,0,20070615,20170101
MASALA AUTHENTIC INDIAN CUISINE,19000101,0002958,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20070705,0,20070614,0,20171231,1,               ,RESTAURANT,0,20070701,20170101
INDIGO,19000101,0002959,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20070601,0,20070427,0,20171231,1,               ,BOOK STORE,0,2007073,20170101
PERFECT IMAGE TATTOO & PIERCING,19000101,0002961,1,           ,226,BEAR ST,000128,                     ,                     ,16,6,6719BC,               ,               ,               ,               ,               ,               ,20070829,0,20070613,0,20171231,1,               ,TATTOO & PIERCING SERVICE,0,20070715,20170101
BANFF AUTO SERVICES,19000101,0002962,1,           ,435,BANFF AVE,000400,                     ,                     ,13,20,8385HQ,               ,               ,               ,               ,               ,               ,20070822,0,20070704,0,20171231,1,               ,AUTO REPAIR,0,20070703,20170101
MONEY MART,19000101,0002936,1,           ,117,BANFF AVE,000006,                     ,                     ,9,1,6719BC,               ,               ,               ,               ,               ,               ,20070529,0,20070513,0,20171231,1,               ,FINANCIAL SERVICES,0,20070601,20170101
SCALLYWAGS (BANFF),19000101,0002937,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20070403,0,2007033,0,20171231,1,               ,RETAIL,0,20070403,20170101
SLR CONSULTING (CANADA) LTD.,19000101,0002943,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20070612,0,20070612,0,20171231,1,               ,ENGINEERING CONSULTANT,0,20070612,20170101
OUTPOST AT WARDEN ROCK,19000101,0002948,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20070301,0,20070301,0,20171231,1,               ,SERVICE,0,20070301,20170101
FOX HOTEL,19000101,0002949,1,           ,461,BANFF AVE,000369,                     ,                     ,27~30,19,1211HU,               ,               ,               ,               ,               ,               ,20070628,0,20070523,0,20171231,1,               ,LODGING,0,20070601,20170101
MIKE SIBBALD PHOTOGRAPHY BANFF,19000101,0002990,1,           ,137,PARK AVE,001021,                     ,                     ,3,R21,7410679,               ,               ,               ,               ,               ,               ,20071002,0,2007103,1,20171231,1,               ,PHOTOGRAPHY SERVICE,0,20071001,20170314
CRW CONTRACTING,19000101,0002997,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20071113,0,20071026,0,20171231,1,               ,SERVICE - PROJECT MGR,0,20071113,20170112
NATURE IN FOCUS HIKING,19000101,0003005,1,           ,329,MIDDLE SPRINGS DR,001435,                     ,                     ,15,R30,0113208,               ,               ,               ,               ,               ,               ,20080306,0,20071207,1,20171231,1,               ,INTERPRETIVE GUIDING SERVICE,0,20080401,20170313
BANFF CUSTOM JEWELLERY,19000101,0003007,1,           ,211,BEAR ST,000106,                     ,                     ,4-8,5,6719BC,               ,               ,               ,               ,               ,               ,20151113,0,20151113,0,20171231,1,403-760-5725,CUSTOM DESIGN&MANUFACTURE OF JEWELLERY,0,20151113,20170101
BANFF DANCE ACADEMY,19000101,0003008,1,           ,122 C,EAGLE CRES,112102,                     ,                     ,12,58,3939JK,               ,               ,               ,               ,               ,               ,20090309,0,20071217,0,20171231,1,403-763-7798,DANCE INSTRUCTION,0,20090401,20170101
"KEG AT CARIBOU LODGE, THE",19000101,0000849R,1,           ,521,BANFF AVE,000558,                     ,                     ,8,28,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
CLEAN AIRE 2000 INC,19000101,0003051,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160412,0,20160412,0,20171231,1,               ,FURNACE & DUCT CLEANING,0,20160412,20170101
ERIC DAIGLE PHOTOGRAPHY,19000101,0003052,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20130103,0,20130103,0,20171231,1,               ,PHOTOGRAPHER,0,20130103,20170101
ROCKY MOUNTAIN YOGA,19000101,0003185,1,           ,211,BEAR ST,000106,                     ,                     ,4-8,5,6719BC,               ,               ,               ,               ,               ,               ,20090828,0,20090825,0,20171231,1,               ,YOGA STUDIO / CLASSES,0,20091115,20170101
SYMIOTICS,19000101,0003192,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,2009102,0,2009102,0,20171231,1,               ,HAIR SALON & ART GALLERY,0,20091115,20170101
BANFF PLUMBING COMPANY,19000101,0003223,1,           ,101,EAGLE CRES,121801,                     ,                     ,1,62,3939JK,               ,               ,               ,               ,               ,               ,20100331,0,20100314,0,20171231,1,               ,PLUMBING COMPANY,0,20100401,20170101
BANFF BOTTLE DEPOT,19000101,0003224,1,           ,152,EAGLE CRES,001124,                     ,                     ,27~29,58,3939JK,               ,               ,               ,               ,               ,               ,20100331,0,20100308,0,20171231,1,               ,BOTTLE DEPOT,0,20100308,20170101
TOBY CREEK ADVENTURES LTD,19000101,0003244,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20100614,0,2010061,0,20171231,1,               ,SNOWMOBILE & ATV TOURS,0,20100701,20170101
URESHIPA,19000101,0003227,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20100421,0,20100405,0,20171231,1,               ,RETAIL STORE,0,20100501,20170101
EVELYN'S COFFEE WORLD,19000101,0003228,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,2010043,0,2010043,0,20171231,1,               ,RESTAURANT - COFFEE SHOP,0,20100423,20170101
BANFF CAR WASH,19000101,0003240,1,           ,101,EAGLE CRES,121801,                     ,                     ,1,62,3939JK,               ,               ,               ,               ,               ,               ,20100607,0,20100607,0,20171231,1,               ,VEHICLE WASH,0,20100604,20170101
CASA MANCUSO,19000101,0003256,1,           ,337,OTTER ST,000319,                     ,                     ,18,16,6719BC,               ,               ,               ,               ,               ,               ,20100723,0,20100428,1,20171231,1,               ,GENERAL CONTRACTOR CONSULTANT (TYPE 2),0,20100723,20170101
TURRUM CONSTRUCTION,19000101,0003261,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160118,0,20160118,0,20171231,1,               ,REAL ESTATE INVESTMENT,0,20160118,20170101
SUCK IT UP ENVIRONMENTAL,19000101,0003266,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150728,0,20150728,0,20171231,1,               ,CONTRACTOR,0,20150728,20170101
TAXI MIKE'S COMPUTER SERVICES,19000101,0003253,1,           ,141,EAGLE CRES,001306,                     ,                     ,4~7,59,3939JK,               ,               ,               ,               ,               ,               ,20100723,0,2010072,0,20171231,1,               ,PUBLISHING & COMPUTER REPAIR,0,20100701,20170313
ENTERPRISE RENT A CAR,19000101,0003254,1,           ,521,BANFF AVE,000558,                     ,                     ,8,28,6719BC,               ,               ,               ,               ,               ,               ,20100722,0,20100722,0,20171231,1,               ,VEHICLE RENTAL AGENCY,0,20100101,20170101
"NORTH FACE BANFF, THE",19000101,0003255,1,           ,124,BANFF AVE,000029,                     ,                     ,11,2,6719BC,               ,               ,               ,               ,               ,               ,20100729,0,20100629,0,20171231,1,               ,RETAIL,0,20170414,20170413
PEAK PERFORMANCE PAINTING,19000101,0003271,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20101018,0,20101018,0,20171231,1,               ,PAINTING CONTRACTOR,0,20101018,20170101
WEDGE GENERAL CONTRACTING,19000101,0003278,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20101103,0,20101103,0,20171231,1,               ,CONTRACTOR,0,20101103,20170101
TIM HORTONS,19000101,0003282,1,           ,100,GOPHER ST,001203,                     ,A4,                     ,                     ,8410538,               ,               ,               ,               ,               ,               ,20101208,0,20101206,0,20171231,1,               ,RESTAURANT - FAST FOOD,0,20101203,20170101
NEWHOOK TRENCHING,19000101,0003032,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171115,0,20171115,0,20171231,1,               ,TO REPAIR CABLES,0,20171115,20171115
DRIVE RITE,19000101,0003037,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20080421,0,20080417,0,20171231,1,               ,DRIVING INSTRUCTOR,0,20080501,20170101
GREYHOUND CANADA,19000101,0003038,1,           ,           ,CPR RIGHT OF WAY,001175,                     ,                     ,                     ,"T,P,H",RW502,               ,               ,               ,               ,               ,               ,20080421,0,20080416,0,20171231,1,               ,BUS DEPOT SERVICE,0,20080401,20170101
PRESENTATION SERVICES,19000101,0003180,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,2009081,0,20090807,0,20171231,1,               ,AUDIO VISUAL SET UP AND SUPPORT,0,20090701,20170101
PARK AVENUE WINE & SPIRITS,19000101,0003197,1,           ,211,BANFF AVE,000121,                     ,                     ,6,6,6719BC,               ,               ,               ,               ,               ,               ,20091211,0,20091106,0,20171231,1,               ,LIQUOR STORE,0,2010051,20170101
CAMERA OPERATOR.CA,19000101,0003200,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20091123,0,20091118,0,20171231,1,               ,VIDEO PRODUCTION,0,20091123,20170101
ALPINE B&B,19000101,0003189,1,           ,119,MOUNTAIN AVE,000905,                     ,                     ,12,R4,1926HH,               ,               ,               ,               ,               ,               ,20090918,0,20090918,1,20171231,1,               ,LODGING - BED & BREAKFAST RRA,0,20091001,20170101
HOBART FOOD EQUIPMENT GROUP CANADA,19000101,0003208,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20100225,0,20100224,0,20171231,1,               ,COMMERCIAL & FOOD RETAIL MARKET EQUIPMENT SERVICE,0,20100225,20170101
THE LAST TEMPTATION,19000101,0003081,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20081006,0,20080912,0,20171231,1,               ,CLOTHING STORE,0,20081001,20170101
WILD ROSE,19000101,0003082,1,           ,127,BANFF AVE,000011,                     ,                     ,14,1,6719BC,               ,               ,               ,               ,               ,               ,20080923,0,20080922,0,20171231,1,               ,RETAIL STORE,0,2008062,20170101
MY HOTEL SITTER,19000101,0003220,1,           ,3,FAIRHOLME PL,001368,                     ,                     ,3,R29,9911211,               ,               ,               ,               ,               ,               ,20100325,0,20100317,1,20171231,1,               ,SITTER SERVICE FOR TOURISTS,0,20100501,20170313
"EDDIE BURGER & BAR, THE",19000101,0003083,1,           ,137,BANFF AVE,000015,                     ,                     ,18&19,1,6719 BC,               ,               ,               ,               ,               ,               ,20081104,0,20080731,0,20171231,1,               ,RESTAURANT,0,20081008,20170101
OUTDOOR GEAR DOCTOR,19000101,0003186,1,           ,349,MUSKRAT ST,000292,                     ,                     ,13,15,6719BC,               ,               ,               ,               ,               ,               ,2009091,0,20090901,1,20171231,1,               ,OUTDOOR EQUIPMENT SEWING SERVICE (TYPE 2),0,2009091,20170313
JUST NEXT DOOR,19000101,0003086,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20081104,0,20081007,0,20171231,1,               ,RETAIL STORE,0,20081101,20170101
VALLEY DRYWALL,19000101,0003158,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160617,0,20160617,0,20171231,1,               ,DRYWALLING,0,20160701,20170101
BANFF AVE BREWING CO.,19000101,0003237,1,           ,108,BANFF AVE,000022,                     ,                     ,"4,5,6-1",2,6719BC,               ,               ,               ,               ,               ,               ,20100609,0,20100603,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,2010061,20170101
HIGH STANDARD SAFETY TRAINING,19000101,0003092,1,           ,437,MUSKRAT ST,000460,                     ,                     ,21B,22,1979HF,               ,               ,               ,               ,               ,               ,20081104,0,20081024,1,20171231,1,               ,SAFETY TRAINING AND INSTRUCTION SERVICE,0,20081104,20170313
PATAGONIA BANFF,19000101,0003176,1,           ,94,BANFF AVE,000825,                     ,                     ,1A,B,4357HW,               ,               ,               ,               ,               ,               ,20090731,0,20090731,0,20171231,1,               ,"RETAIL SALES OF OUTDOOR APPAREL, FOOTWARE & RELATED PRODUCTS",0,20090915,20170101
EVER-CLEAR PROPERTY SERVICES INC,19000101,0003238,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017063,1,2017063,0,20171231,1,               ,WINDOW CLEANING AND SNOW REMOVAL,0,20170704,2017063
SNOWY OWL SLED DOG TOURS,19000101,0003241,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20100614,0,20100608,0,20171231,1,               ,DOG SLED TOURS,0,20100701,20170101
"DANCING SASQUATCH, THE",19000101,0003250,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20100805,0,20100622,0,20171231,1,               ,RESTAURANT - NIGHTCLUB,0,20100801,20170101
LOOKOUT WINDOW CLEANING,19000101,0003013,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20080118,0,20080118,0,20171231,1,               ,WINDLOW CLEANING,0,20080131,20170101
WOODROW MACPHAIL,19000101,0003014,1,           ,267,JASPER WAY,001316,                     ,                     ,6,R27,9610532,               ,               ,               ,               ,               ,               ,20080331,0,20071212,1,20171231,1,               ,TELEVISION AND FILM PRODUCTION SERVICE,0,20080501,20170313
QUIKSILVER,19000101,0003043,1,           ,114,BANFF AVE,000026,                     ,                     ,7~2,2,1108JK,               ,               ,               ,               ,               ,               ,20080512,0,20080428,0,20171231,1,               ,RETAIL,0,20080308,20170101
WILDER & DAVIS LUTHIERS INC.,19000101,0003054,1,           ,514,BUFFALO ST,000074,                     ,                     ,1,4,6719BC,               ,               ,               ,               ,               ,               ,20080602,0,20080528,1,20171231,1,               ,VIOLIN WORKSHOP (TYPE 2),0,20080615,20170101
KELLER CONSTRUCTION LTD.,20101109,0003057,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20101109,0,20080611,0,20101231,1,               ,GENERAL CONTRACTOR,0,20101109,20101109
DJ BAILEY TECHNICAL SERVICE LTD.,19000101,0003056,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20080604,0,20080604,0,20171231,1,               ,KITCHEN EQUIPMENT REPAIRS,0,20080609,20170101
URBAN GLASSWORKS LTD,20110101,0003067,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20080725,0,20080724,0,20111231,1,               ,GLASS INSTALLATION..,0,20110101,20110308
SNOWFLAKE,19000101,0003098,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,20081127,0,20081126,0,20171231,1,               ,RETAIL,0,20081127,20170101
AMMOLITE IN THE ROCKIES,19000101,0003108,1,           ,108,BANFF AVE,000022,                     ,                     ,"4,5,6-1",2,6719BC,               ,               ,               ,               ,               ,               ,20090123,0,20090113,0,20171231,1,               ,RETAIL STORE,0,2009013,20170101
ALL IN THE WILD GALLERY & GIFT,19000101,0003128,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20120302,0,20120302,0,20171231,1,               ,RETAIL STORE,0,20120302,20170101
PATTI'S PANTRY CATERING,19000101,0003130,1,           ,149,EAGLE CRES,001138,11,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20090514,0,20090302,0,20171231,1,               ,CATERING SERVICE,0,20090515,20170511
ALLWEATHER BUILDERS,19000101,0003133,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20121009,0,20121009,0,20171231,1,               ,CONTRACTOR,0,20121009,20170328
BLOCK KITCHEN & BAR,19000101,0003136,1,           ,201,BANFF AVE,000118,                     ,                     ,1-3,6,6719BC,               ,               ,               ,               ,               ,               ,20090427,0,20090413,0,20171231,1,               ,RESTAURANT,0,20090427,20170101
SUSHI BISTRO,19000101,0003121,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20090417,0,20090224,0,20171231,1,               ,RESTAURANT,0,20090415,20170101
NAMASTE HOLISTIC HEALTH,19000101,0003122,1,6,136,BEAVER ST,005706,6,                     ,19,3,8710596,               ,               ,               ,               ,               ,               ,20090302,0,20090225,1,20171231,1,               ,MOBILE SPA AND WELLNESS SERVICE,0,20090302,20170313
PAUL ZIZKA GUIDING & PHOTOGRAPHY,19000101,0003125,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20140626,0,20140626,0,20171231,1,               ,HIKING GUIDE,0,20140701,20170117
LIVIN' & DANCIN' DJ SERVICE,19000101,0003144,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20090504,0,2009043,0,20171231,1,               ,DJ SERVICE,0,20090701,20170101
KING EDWARD HOTEL,19000101,0003145,1,           ,137,BANFF AVE,000015,                     ,                     ,18&19,1,6719 BC,               ,               ,               ,               ,               ,               ,20090513,0,19000101,0,20171231,1,               ,21-ROOM HOTEL,0,20090529,20170101
