X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
531286.1094,5449730.1365,2191,00458896,,23479,TAMARACK LANE,V2W 1A9,ELITE LAWN AND SNOW INC,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,GENERAL CONTRACTOR,2021/12/09 08:00:00+00,HOME BASED,www.elitelawnandsnow.com,604 319 6518,Work,,
529634.6644,5451609.8924,2192,00434939,,22720,LOUGHEED HWY,,CASSANDRA COOLIN NOTARY PUBLIC,LEGAL SERVICES,NOTARY PUBLIC,"NOTARY PUBLIC (LAW PROFESSIONAL, LEGAL SERVICES)",2021/12/03 08:00:00+00,COMMERCIAL,,604 463 5106,Work,,
527202.7336,5452204.9887,2193,00436301,,21410,GLENWOOD AVE,V2X 3P6,CURIOUS MINDS LEARNING CENTRE LTD,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,CHILDCARE FACILITY (MODULAR BUILDING  MAX OCCUPANCY 30),2021/12/07 08:00:00+00,COMMERCIAL,,604 315 3240,Work,,
530782.7722,5450763.7266,2195,00439327,19,11355,COTTONWOOD DR,V2X 2C6,2 MORROWS FIRST AID,EDUCATION & INSTRUCTION,TRADE/TECH SCHOOL,FIRST AID TRAINING,2022/04/19 07:00:00+00,HOME BASED,,604 767 6869,Work,,
531772.781,5451356.0619,2196,00459127,,11637,CREEKSIDE ST,V4R 2V5,GOOD START CHILDCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,IN HOME FAMILY DAYCARE,2022/01/25 08:00:00+00,HOME BASED,,778 928 7933,Work,,
531910.4383,5452072.5616,2197,00433896,101,12005,238B ST,V4R 1W1,FOREWEST HOLDINGS #96 LTD.DBA PHARMASAVE #96,HEALTH RETAIL,PHARMACY,PHARMACY,2021/12/13 08:00:00+00,COMMERCIAL,,604 476 1420,Work,,
528923.2213,5451668.6603,2198,00460512,303,22359,LOUGHEED HWY,V2X 2T3,WEE LEAH'S ART,PERSONAL SERVICES,TATTOO PARLOUR,PRIVATE TATTOO STUDIO- BY APPOINTMENT ONLY,2022/01/27 08:00:00+00,COMMERCIAL,,,Work,,
527616.2922,5455062.572,2200,00432600,,13483,CEDAR WAY,V4R 2T4,PRIMO PLUMBING,CONTRACTOR,PLUMBING,PLUMBING,2022/04/22 07:00:00+00,HOME BASED,,604 657 7533,Work,,
529195.5833,5451778.8549,2201,00435610,145,11900,HANEY PL,V2X 8R9,GAMER'S CHOICE VIDEO GAMES,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,"VIDEO & COMPUTER GAMES, BUY/SELL/TRADE ELECTRONICS, AND RETAIL OF WATCHES, DOG TAGS, & JEWELLERY",2021/12/23 08:00:00+00,COMMERCIAL,,604 477 3332,Work,,
526137.7895,5452099.8837,2202,00460470,,12026,209 ST,V2X 8H3,INCRYSTAL,DIRECT SALES,E-COMMERCE,ONLINE GIFT SHOP,2022/01/21 08:00:00+00,HOME BASED,WWW.INCRYSTAL.CA,,Work,,
536062.6793,5450341.4988,2203,00433096,,25842,112 AVE,V2W 1H1,LOUIS & SONS CONSTRUCTION,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),GENERAL/RENOVATIONS CONTRACTOR & CABINET MAKER,2021/12/08 08:00:00+00,HOME BASED,,604 462 8043,Work,,
530449.8406,5451727.7464,2204,00433207,,11835,STEPHENS ST,V2X 6S2,LEVEL LINE WOODWORKING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),GENERAL CONTRACTOR (PREV FINISH CARPENTRY),2022/03/10 08:00:00+00,HOME BASED,,604 838 9400,Work,,
524798.7213,5453067.2859,2206,00460199,,20263,125 AVE,V2X 3P4,"SIMPLE MECHANICAL SOLUTIONS LTD, TRADING AS GOLDEN EARS VAULTERS",SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,EQUESTRIAN VAULTING COACHING SERVICES**SEE ALSO ACCOUNT #1003400,2021/12/16 08:00:00+00,HOME BASED,WWW.GOLDENEARSVAULTERS.CA,604 762 7247,Work,,
532073.7031,5449001.6777,2207,00433874,,10472,SLATFORD ST,V2W 1V8,THOMPAC PROCESS AUTOMATION & CONTROL INC,DIRECT SALES,E-COMMERCE,ELECTRICAL + INDUSTRIAL SERVICES + SUPPLY,2021/12/30 08:00:00+00,HOME BASED,,604 479 5903,Work,,
535624.7582,5447674.4996,2208,00434425,,9842,256 ST,V2W 1K6,TRANS-WEST SAND & GRAVEL LTD,RENTAL SERVICE,"RENTAL SERVICE, STORES, YARDS",SAND & GRAVEL,2021/12/10 08:00:00+00,HOME BASED,,604 466 9505,Work,,
527816.1064,5451960.2205,2209,00460971,,21787,119 AVE,V2X 8E3,MATA ELECTRIC LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,TRADE (CEL/FSR only - NO LEL),2022/05/27 07:00:00+00,HOME BASED,,604 644 8929,Work,,
526771.9175,5451693.0164,2210,00434190,,21243,LOUGHEED HWY,V2X 2R4,CARDTRONICS CANADA LTD,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,ATM,2022/02/11 08:00:00+00,COMMERCIAL,,800 786 9666,Work,,
526361.3416,5452191.6186,2211,00434918,,12068,211 ST,V2X 8K8,ROB'S HOME MAINTENANCE SERVICE,HOME & INDUSTRY SERVICES,HANDYMAN,GERNAL HOME REPAIRS AND LANDSCAPING SERVICES,2021/12/03 08:00:00+00,HOME BASED,,604 789 7489,Work,,
529487.6198,5453148.5487,2213,00433725,,12555,226 ST,V2X 9Z6,THE TOWN GARDENER O/A EENIE MEENIE MINY MOW,CONTRACTORS,LANDSCAPING,LANDSCAPING,2021/12/08 08:00:00+00,HOME BASED,WWW.EMMMOW.COM,604 715 2445,Work,,
541188.4276,5447811.5775,2214,00434866,,9860,284 ST,V2W 1L2,BIG PHIL'S RUBBISH REMOVAL LTD,HOME & INDUSTRY SERVICES,GARBAGE/RUBBISH/SANITATION SERVICE,RUBBISH REMOVAL,2022/02/07 08:00:00+00,HOME BASED,,778 892 4515,Work,,
,,2215,00435466,104,20120,STEWART CRES,V2X 0T4,LUXURY LIQUOR LTD,MANUFACTURING,FOOD & BEVERAGE,DISTILLERY,,COMMERCIAL,,604 818 6972,Work,,
529597.8518,5451899.4864,2217,00435107,,11926,227 ST,V2X 6J2,J R INTERIORS LTD,HOME & PROPERTY RETAIL,FLOORING,FLOOR COVERING SALES,2021/12/15 08:00:00+00,COMMERCIAL,,604 467 7221,Work,,
,,2218,00460167,110,12075,228 ST,V2X 6M2,PAINTING FUTURES LTD,CONTRACTORS,PAINTER/WALLPAPER,INTERIOR/EXTERIOR PAINTING COMPANY,2022/01/01 08:00:00+00,HOME BASED,,604 518 2664,Work,,
528923.2213,5451668.6603,2221,00459977,333,22359,LOUGHEED HWY,V2X 2T3,BOTTLES UP DELIVERY,FOOD & BEVERAGE SERVICES,FOOD/BEVERAGE DELIVERY SERVICE,"COURIERS, MESSENGERS & DELIVERY SERVICE",,COMMERCIAL,,604 210 0007,Work,,
531857.24,5450211.6433,2223,00457617,,23795,110B AVE,V2W 1E6,ILLUSION GLASS LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,INSTALLATION OF GLASS & ALUMINUM PRODUCTS,2021/12/07 08:00:00+00,HOME BASED,,604 314 2083,Work,,
525343.2994,5452730.9909,2224,00436251,,20516,123B AVE,V2X 0L9,JOANNE'S HOUSE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,CCFA LICENCED FAMILY CHILD CARE,2022/01/04 08:00:00+00,HOME BASED,,604 465 9759,Work,,
529516.0675,5452074.797,2225,00457636,110,22645,DEWDNEY TRUNK RD,V2X 3K1,MIKE WILSON RMT,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,RMT,2021/12/14 08:00:00+00,COMMERCIAL,,6044630529,Work,,
527922.6782,5455236.3619,2227,00435037,,13575,PARK LANE,V4R 2T1,BUCK ROGERS HANDYMAN SERVICE,HOME & INDUSTRY SERVICES,HANDYMAN,VARIOUS HANDYMAN DUTIES,2021/12/13 08:00:00+00,HOME BASED,,778 872 1115,Work,,
528908.8577,5452011.4433,2228,00436134,,22350,DEWDNEY TRUNK RD,V2X 3J2,THE RITZ CLEANERS PAR EXCELLENCE,CLOTHING & LAUNDRY SERVICE,DRY CLEANING,DRY CLEANING & LAUNDRY SERVICES,2022/01/11 08:00:00+00,COMMERCIAL,,604 463 6812,Work,,
524464.9346,5451199.4299,2229,00435231,,11588,KINGSTON ST,V2X 9J8,ENERMAX MOUNTAIN LTD,MANUFACTURING,MACHINERY/EQUIPMENT,MACHINE/FABRICATION SHOP,2021/12/23 08:00:00+00,COMMERCIAL,,604 460 2873,Work,,
,,2230,00434624,,11952,224 ST,,JIM'S PIZZA (1980) LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,"RESTAURANT, EAT IN, TAKE OUT, DELIVERY",2022/01/04 08:00:00+00,COMMERCIAL,,604 467 6931,Work,,
532922.1761,5448615.9829,2231,00436225,,10289,243A ST,V2W 1Y3,AGARD PIANO,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,PIANO LESSONS,2021/12/16 08:00:00+00,HOME BASED,,778 235 6456,Work,,
528673.6494,5451588.3141,2232,00434623,104,22222,LOUGHEED HWY,V2X 2T2,HANEY PUB,FOOD & BEVERAGE SERVICES,LIQUOR PRIMARY LICENCE ESTABLISHMENT,HANEY PUB        250 (245 + 5 STAFF),2021/12/15 08:00:00+00,COMMERCIAL,,604 467 3944,Work,,
524734.6155,5450731.8632,2233,00435110,105,20220,113B AVE,V2X 0Y9,604 SCREENS LTD,HOME & PROPERTY RETAIL,UNCLASSIFIED HOME & PROPERTY  RETAIL,DOOR & WINDOW SCREEN RETAIL AND INSTALLATION,2021/12/20 08:00:00+00,COMMERCIAL,,604 727 3367,Work,,
537309.8752,5447628.0599,2234,00459490,,26491,98 AVE,V2W 1K3,1222492 BC LTD DBA UPDYNAMIC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONSTRUCTION MANAGEMENT SERVICES,2022/05/18 07:00:00+00,HOME BASED,,604 366 9386,Work,,
529719.778,5451728.9881,2235,00435104,650,22709,LOUGHEED HWY,V2X 2V5,FRASER VALLEY WIRELESS,HOME & PROPERTY RETAIL,"APPLIANCES, TV & ELECTRONICS",SELLING/SERVICE WIRELESS PHONES,2021/12/07 08:00:00+00,COMMERCIAL,,604 466 1675,Work,,
525721.2113,5451925.9234,2236,00435330,,11958,207 ST,V2X 1X7,SALON FIFTY FIVE LTD,PERSONAL SERVICES,HAIR SALON/BARBER,HAIR SALON,2021/12/06 08:00:00+00,COMMERCIAL,,604 467 4607,Work,,
528697.49,5451517.952,2240,00451473,306,22230,NORTH AVE,V2X 2L5,THE REDEEMED CHRISTIAN CHURCH OF GOD,COMMUNITY GROUPS,CHURCH ORGANIZATIONS,CHURCH SERVICES - ESL CLASSES - COMMUNITY SPACE,2021/11/17 08:00:00+00,COMMERCIAL,,604 474 3131,Work,,
529195.5833,5451778.8549,2241,00436333,93,11900,HANEY PL,V2X 8R9,SUZANNE'S (HAN# 113),CLOTHING & ACCESSORY RETAIL,WOMEN'S CLOTHING,RETAIL - WOMEN'S CLOTHING,2021/12/14 08:00:00+00,COMMERCIAL,,604 467 4630,Work,,
530516.9896,5450199.6183,2242,00432165,,23180,LOUGHEED HWY,V2X 2W3,7-ELEVEN CANADA INC,AUTOMOTIVE,GAS STATION/CONVENIENCE,"GAS STATION, CONVENIENCE STORE",2022/03/01 08:00:00+00,COMMERCIAL,,604 460 6361,Work,,
528535.5561,5451838.403,2243,00457851,,22164,119 AVE,V2X 2Y8,LOWER MAINLAND PROJECTS INC.,CONTRACTORS,DRYWALL,WALL & CEILING CONTRACTOR/DRYWALL,2021/12/23 08:00:00+00,HOME BASED,,778-882-1496,Work,,
528861.9804,5452070.8799,2244,00432895,,22323,DEWDNEY TRUNK RD,,PACIFIC STAR ELECTRIC,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTING,2021/12/07 08:00:00+00,COMMERCIAL,,604 463 6695,Work,,
530151.9649,5452085.1055,2245,00434312,106,22971,DEWDNEY TRUNK RD,V2X 3K8,MAPLE PLACE DENTAL CENTRE,PROFESSIONAL SERVICES,DENTIST,DENTAL OFFICE,2021/12/16 08:00:00+00,COMMERCIAL,,604 466 2933,Work,,
536143.7159,5450547.7197,2246,00433084,,25919,112 AVE,V2W 1H1,WESTERN WEED CONTROL (1980) LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,WEED CONTROL,2022/01/12 08:00:00+00,HOME BASED,,604 462 0637,Work,,
534456.4993,5451848.6979,2248,00455171,,25098,DEWDNEY TRUNK RD,V4R 1X7,KHAN'S FARM,AGRICULTURE,GREENHOUSE,"PLANTING PRODUCE, VEGETABLES",2022/02/16 08:00:00+00,HOME BASED,,604 990 1364,Work,,
530393.6493,5454593.0405,2249,00434422,,23109,132 AVE,V4R 0A8,DANCO TENT & PARTY RENTALS,RENTAL SERVICE,"RENTAL SERVICE, STORES, YARDS",PERSONALIZED EVENT PLANNING SERVICE,2021/12/21 08:00:00+00,HOME BASED,,604 467 8368,Work,,
527444.0737,5452733.9535,2251,00434715,,12343,216 ST,V2X 5K2,KRISTIN KRIMMEL,HOMECRAFT,ARTIST,ART STUDIO,2021/12/06 08:00:00+00,HOME BASED,,604 476 1835,Work,,
526129.2617,5451670.936,2252,00460563,7,20943,CAMWOOD AVE,V2X 2N9,RELIABLE CRANE LTD,CONTRACTORS,CRANE SERVICE,"CRANE TRUCK, TRANSPORATION & DELIVERY SERVICE",2022/01/20 08:00:00+00,HOME BASED,reliablecrane.ca,604 245 0038,Work,,
530411.7591,5451600.4982,2253,00436425,,11797,231 ST,V2X 6S1,SMART CHOICE DRIVING SCHOOL,EDUCATION & INSTRUCTION,DRIVING SCHOOL,DRIVING SCHOOL,2021/12/29 08:00:00+00,HOME BASED,,604 476 9595,Work,,
525273.3568,5451771.3854,2254,00432170,,20522,LOUGHEED HWY,V2X 2P8,SUPER SAVE GAS,AUTOMOTIVE,GAS STATION/CONVENIENCE,GAS STATION & CONVENIENCE STORE,2021/12/08 08:00:00+00,COMMERCIAL,,604 533 4423,Work,,
524780.6553,5451014.4157,2255,00458265,,20240,STEWART CRES,V2X 6E9,ENTERRA FEED CORPORATION,"ENGINEERING, SCIENCE & TECHNOLOGY",TESTING LABORATORY,NON-MED TESTING LAB (R&D FACILITY) + OFFICE,2021/12/06 08:00:00+00,COMMERCIAL,www.enterrafeed.com,604 888 4327 x701,Work,,
528656.0482,5452071.9292,2257,00434273,,22219,DEWDNEY TRUNK RD,V2X 3H8,JAMES DURAN RMT,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,MASSAGE THERAPY,2022/01/17 08:00:00+00,COMMERCIAL,,604 467 4222,Work,,
533542.1462,5448261.6318,2258,00436131,,10118,JACKSON RD,,ORIGAMI RHYTHMICS,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,NON-PROFIT RHYTHMICS GYMNASTICS,2021/11/17 08:00:00+00,HOME BASED,,778-863-4187,Work,,
530904.1943,5454740.5351,2259,00434809,,13330,233 ST,V4R 2W6,MAPLE WASHING INC.,HOME & INDUSTRY SERVICES,POWER WASHING/BUILDING CLEANING,EXTERIOR CLEANING & UPKEEP,2022/01/06 08:00:00+00,HOME BASED,MAPLEWASHING.COM,1 877 888 9274,Work,,
525565.5494,5451740.3911,2260,00459788,108,20690,LOUGHEED HWY,,STREATS MAPLE RIDGE KITCHEN,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,QUICK SERVICE RESTAURANT,2022/01/06 08:00:00+00,COMMERCIAL,,,Work,,
540084.0859,5448998.5531,2261,00434567,,27867,104 AVE,V2W 1M7,WHONNOCK MASSAGE THERAPY,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,MASSAGE THERAPY,,HOME BASED,,604 862 6885,Work,,
527759.0179,5453033.3195,2262,00433115,,12488,217 ST,V2X 5L5,RESIDENTIAL CONTRACTING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),BUILDING CONTRACTOR,,HOME BASED,,604 467 0033,Work,,
528900.4822,5451668.7308,2264,00441222,104,22347,LOUGHEED HWY,,1297251 BC LTD DBA HELLCRUST PIZZA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FAST FOOD PIZZA      TOTAL OCCUPANT LOAD = 10 PERSONS,2022/05/03 07:00:00+00,COMMERCIAL,,604 477 0881,Work,,
528900.654,5451764.9126,2265,00454986,,22349,SELKIRK AVE,,LUPITAS MEXICAN FOODS,FOOD & BEVERAGE RETAIL,GROCERY/SUPERMARKET,RETAIL,2022/01/04 08:00:00+00,COMMERCIAL,,604 477 1007,Work,,
525014.8243,5452580.8993,2266,00458221,,12258,203 ST,V2X 4V6,KLEIN STUDIOS INC.,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PORTRAIT PHOTOGRAPHER,2021/12/03 08:00:00+00,HOME BASED,,604-551-2475,Work,,
529648.1531,5451958.0582,2267,00435288,200,22714,DEWDNEY TRUNK RD,V2X 3K2,KANAKA CREEK COMMUNITY COUNSELLING,HEALTH SERVICES,COUNSELLING,COUNSELLING,2021/12/21 08:00:00+00,COMMERCIAL,,604 209 2324,Work,,
530799.2497,5449839.5921,2268,00432317,,23213,LOUGHEED HWY,V2W 1C1,0991292  BC LTD DBA MAPLE RIDGE HYUNDAI,AUTOMOTIVE,AUTO DEALER-NEW & USED,AUTO DEALERSHIP - NEW & USED,2021/12/21 08:00:00+00,COMMERCIAL,,604 467 3401,Work,,
,,2269,00459951,312,14301,256 ST,,HYBRID INDUSTRIES LTD,MANUFACTURING,METAL,MANUFACTURING METAL,2021/12/06 08:00:00+00,COMMERCIAL,,604 997 8138,Work,,
539407.1703,5451467.7909,2270,00434221,,11780,272 ST,V2W 1Y9,HUBERMAN AND ASSOCIATES FINANCIAL SERVICED LTD,FINANCIAL & INSTITUTIONAL SERVICES,TAX PREPARATION,"ACCOUNTING & TAXATIONSIGNAGE @ PROPERTY SAYS ""THE TAX MAN""",2021/12/14 08:00:00+00,HOME BASED,,604 462 7224,Work,,
527290.6768,5451742.0153,2271,00432247,,21577,CHERRINGTON AVE,V2X 8R2,JAMDOREE ENTERPRISES,BUSINESS SERVICES,CONSULTING SERVICE,CONSULTING FOR POST-SECONDARY ONLINE EDUCTION,2021/12/02 08:00:00+00,HOME BASED,,,Work,,
528923.2213,5451668.6603,2272,00459580,333,22359,LOUGHEED HWY,V2X 2T3,MAHAJAN IMMIGRATION MART INC,BUSINESS SERVICES,CONSULTING SERVICE,IMMIGRATION CONSULTING,2021/12/30 08:00:00+00,COMMERCIAL,,778 991 3479,Work,,
528658.1643,5452003.799,2275,00433902,4,22214,DEWDNEY TRUNK RD,V2X 0E6,MAXXIMUS SUPPLEMENTS,HEALTH RETAIL,VITAMIN & SUPPLEMENT,"VITAMINS, SUPPLEMENTS, WORKOUT CLOTHING",2021/12/30 08:00:00+00,COMMERCIAL,,604 479 5890,Work,,
530145.117,5451213.9653,2276,00459118,11,22935,LOUGHEED HWY,V2X 2W1,K & K CUSTOM CREATIONS,MANUFACTURING,WOOD PRODUCTS,CUSTOM WOOD CREATIONS - HAND CRAFTED GOODS,2021/12/20 08:00:00+00,COMMERCIAL,,,Work,,
526588.9093,5451164.3964,2277,00459038,,11567,RIVER WYND,,SEEK PURPOSE COLLECTIVE,ARTS & ENTERTAINMENT SERVICES,ENTERTAINER/PERFORMER/PRODUCER,PODCAST,2021/12/07 08:00:00+00,HOME BASED,www.seekpurposenow.com,604 617 2082,Work,,
531716.1322,5448087.3942,2278,00435162,,23712,RIVER RD,V2X 7E9,STREIFEL INDUSTRIES LTD,MANUFACTURING,MACHINERY/EQUIPMENT,"SAW MANUFACTURER FOR LUMBER AND SHAKE MILLSINDUSTRY MILLS, TOOL SHARPENING SERVICE",2021/12/14 08:00:00+00,COMMERCIAL,,604 463 7161,Work,,
525504.2047,5451965.3933,2279,00434359,,20629,119 AVE,V2X 3E5,MASSE CHIROPRACTIC,PROFESSIONAL SERVICES,CHIROPRACTOR,CHIROPRACTIC,2021/12/13 08:00:00+00,COMMERCIAL,,604 467 6545,Work,,
530061.0611,5452211.3821,2280,00459644,,12094,229 ST,V2X 7M8,WUHRER QUALITY HOMES,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),"CONSTRUCTION, PROJECT MANAGEMENT & CONSULTING",2022/01/13 08:00:00+00,HOME BASED,,604 219 1949,Work,,
524393.9244,5451444.4373,2281,00433487,106,20050,STEWART CRES,V2X 0T4,RIDGE TOWER SERVICES LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,COMMUNICATIONS CONTRACTOR,2022/01/10 08:00:00+00,COMMERCIAL,,604 807 7100,Work,,
530901.6231,5452515.6716,2282,00457547,,12265,233A ST,V2X 0P7,FRD HVAC SOLUTIONS,CONTRACTOR,GAS,HVAC & GAS SERVICES FOR RESIDENTIAL CUSTOMERS,2022/03/04 08:00:00+00,HOME BASED,,604-808-6090,Work,,
528269.8302,5451840.0551,2284,00460485,108,22032,119 AVE,,2ND CHANCE BOOKKEEPING,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,BOOKKEEPING,2021/12/07 08:00:00+00,HOME BASED,WWW.2NDCHANCEBOOKKEEPING.CA,604 690 6502,Work,,
529069.0702,5451987.9071,2286,00440094,300,22420,DEWDNEY TRUNK RD,V2X 8H7,BC SIDING LTD,CONTRACTORS,SIDING/GUTTERS,SIDING CONTRACTORS,2021/12/29 08:00:00+00,COMMERCIAL,,604 365 3228,Work,,
533847.5543,5452017.3148,2287,00434149,,24796,DEWDNEY TRUNK RD,V4R 1X3,TIM HORTON'S,FOOD & BEVERAGE RETAIL,CONVENIENCE STORE,DONUT & COFFEESHOP,2021/12/06 08:00:00+00,COMMERCIAL,,604 278 6721,Work,,
528972.8731,5451869.8304,2288,00434348,,11915,224 ST,V2X 6B2,DR. TANBIR SINDHAR INC,PROFESSIONAL SERVICES,PHYSICIAN,PHYSICIAN,2021/12/16 08:00:00+00,COMMERCIAL,,604 466 5822,Work,,
531743.3798,5453477.3211,2289,00459545,,12730,238 ST,V4R 1P9,MMI MASSAGE SERVICES,PERSONAL SERVICES,SPA SERVICES,MOBILE MASSAGE SERVICE,2022/02/15 08:00:00+00,HOME BASED,,778 680 0947,Work,,
536341.6524,5448112.2758,2290,00433724,,26021,100 AVE,V2W 1S4,KAMSTRA LANDSCAPING SERVICE,CONTRACTORS,LANDSCAPING,LANDSCAPE MAINTENANCE,2021/12/23 08:00:00+00,HOME BASED,,604 462 9929,Work,,
530190.5233,5455062.5032,2291,00455104,,13508,229 LOOP,,SIMPLY SAM,PERSONAL SERVICES,SPA SERVICES,"ESTHETIC SERVICES, MANICURE, PEDICURE, MASSAGE, WAXING, ELECTROLYSIS & TINTING",2021/12/09 08:00:00+00,HOME BASED,,604 839 2286,Work,,
529886.2306,5451971.2855,2293,00435095,1,22826,DEWDNEY TRUNK RD,V2X 7Y3,BROCO GLASS,HOME & PROPERTY RETAIL,GLASS - AUTO/COMMERCIAL/HOME,AUTO GLASS REPLACEMENT,2021/12/06 08:00:00+00,COMMERCIAL,,604 466 4225,Work,,
537041.4808,5453993.9855,2295,00435271,,12960,LILLEY DR,V2W 0G1,SITKA CNC MACHINING LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,MACHINE SHOP - AEROSPACE PARTS,2022/03/11 08:00:00+00,COMMERCIAL,www.sitkacnc.com,604 462 9988,Work,,
528855.5193,5451965.7627,2296,00434321,101,22325,MCINTOSH AVE,V2X 3C2,PRECISION DENTURE CLINIC LTD,PROFESSIONAL SERVICES,DENTURIST,DENTURIST,2021/12/30 08:00:00+00,COMMERCIAL,,604 467 5655,Work,,
529146.1264,5452098.917,2297,00434522,,22427,DEWDNEY TRUNK RD,V2X 7X7,SHIPLEY'S NO FRILLS 3604,FOOD & BEVERAGE RETAIL,GROCERY/SUPERMARKET,GROCERY STORE,2021/12/20 08:00:00+00,COMMERCIAL,,604 467 2127,Work,,
530012.8471,5452085.0057,2298,00434528,2,22899,DEWDNEY TRUNK RD,V2X 3K8,DENTISTRY THIRTY TWO,PROFESSIONAL SERVICES,DENTIST,DENTAL OFFICE - 3 PROFESSIONALS,2021/12/03 08:00:00+00,COMMERCIAL,,,Work,,
528656.7134,5452303.0321,2299,00435711,,12128,222 ST,V2X 5W5,HARRON PLACE,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,45 RENTAL UNITS,2021/12/21 08:00:00+00,COMMERCIAL,,604 876 5681,Work,,
529458.8849,5451703.5744,2300,00436338,22,22621,LOUGHEED HWY,V2X 2V4,START SMART CHILDCARE CENTRE INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,DAYCARE,2021/12/16 08:00:00+00,COMMERCIAL,,604 463 4439,Work,,
528923.9396,5452011.3959,2301,00432879,,22358,DEWDNEY TRUNK RD,V2X 3J2,FLAME CO HEATING SERVICES LIMITED,CONTRACTOR,GAS,HEATING - INSTALLATION,2021/12/24 08:00:00+00,COMMERCIAL,,604 813 1333,Work,,
531934.9676,5454727.594,2302,00434112,,23851,133 AVE,V4R 2V1,CAROL ON CALL BUSINESS SERVICES LTD,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,BOOKKEEPING & OFFICE SERVICES,2021/12/09 08:00:00+00,HOME BASED,,604 838 0556,Work,,
534588.644,5453513.1442,2303,00432515,,12738,251 ST,V4R 1S4,SICA AUTOCOLOUR,AUTOMOTIVE,AUTO PAINT & BODY,AUTOMOTIVE PAINTING,2022/02/08 08:00:00+00,HOME BASED,,604 760 3521,Work,,
529648.1531,5451958.0582,2304,00435679,200,22724,DEWDNEY TRUNK RD,V2X 3K2,FRASER'S KICKBOXING,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,MARTIAL ARTS FITNESS,2021/12/14 08:00:00+00,COMMERCIAL,,604 603 3483,Work,,
528576.028,5451558.8566,2305,00434364,,22183,CLIFF AVE,V2X 2L4,SHEPHERD'S HILL MEDICAL CLINIC,PROFESSIONAL SERVICES,PHYSICIAN,1 DOCTOR - DR - ZUBEK,2021/12/20 08:00:00+00,COMMERCIAL,,604 380 0880,Work,,
531581.5206,5451936.042,2306,00435864,A,23652,DEWDNEY TRUNK RD,V4R 1V8,KOCOHANI HOLDINGS LTD,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,WAREHOUSEING,2021/12/17 08:00:00+00,COMMERCIAL,,604 580 1039,Work,,
535401.7502,5452005.6049,2308,00458258,,25554,DEWDNEY TRUNK RD,V4R 1X9,LITTLE WILLOWS EARLY LEARNING CHILDCARE CENTRE (POWELL) INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,CHILDCARE (MODULAR BUILDING MAX OCCUPANCY = 30),2021/12/23 08:00:00+00,COMMERCIAL,,,Work,,
524525.6624,5451930.8062,2309,00436509,,20145,119A AVE,V2X 9V3,LITTLE BRIGHT LEARNERS,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,IN-HOME DAYCARE,2021/12/21 08:00:00+00,HOME BASED,,604 356 9412,Work,,
529143.9255,5451979.0871,2310,00434342,600,22470,DEWDNEY TRUNK RD,,DR. SRINIVASA MURTHY KORADA,PROFESSIONAL SERVICES,PHYSICIAN,PEDIATRICIAN,2021/12/09 08:00:00+00,COMMERCIAL,,604 466 6082,Work,,
